Thetas,H1_empty,B2_empty,FWHM_empty
3.231767614338689754e+01,5.352999999999999545e+02,2.154735142087098865e+01,1.334999999999999716e+02
3.237330037082818279e+01,5.351999999999999318e+02,2.153125293545330265e+01,1.335999999999999659e+02
3.242892459826946805e+01,5.351000000000000227e+02,2.151514764090040188e+01,1.336999999999998749e+02
3.248454882571075331e+01,5.350000000000000000e+02,2.149903565250765070e+01,1.337999999999998977e+02
3.254017305315203856e+01,5.348999999999999773e+02,2.148291708670491929e+01,2.498999999999999204e+02
3.259579728059332382e+01,5.347999999999999545e+02,2.146679206110499294e+01,1.929999999999998863e+02
3.265142150803461618e+01,5.346999999999999318e+02,2.145066069455153013e+01,1.339999999999999147e+02
3.270704573547590144e+01,5.345999999999999091e+02,2.143452310716645925e+01,1.341000000000000227e+02
3.276266996291718669e+01,5.344999999999998863e+02,2.141837942039672527e+01,1.342000000000000171e+02
3.281829419035847195e+01,5.343999999999998636e+02,2.140222975706034703e+01,1.343000000000000398e+02
3.287391841779975721e+01,5.342999999999999545e+02,2.138607424139166469e+01,1.343000000000000398e+02
3.292954264524104246e+01,5.341999999999999318e+02,2.136991299908568465e+01,1.343999999999999204e+02
3.298516687268232772e+01,5.341000000000000227e+02,2.135374615734148307e+01,1.920999999999999375e+02
3.304079110012361298e+01,5.338999999999999773e+02,2.133757384490454356e+01,1.920000000000000284e+02
3.309641532756489823e+01,5.337999999999999545e+02,2.132139619210800419e+01,1.919000000000000057e+02
3.315203955500618349e+01,5.336999999999999318e+02,2.130521333091259351e+01,1.918000000000000114e+02
3.320766378244746875e+01,5.335999999999999091e+02,2.128902539494542268e+01,2.496000000000000227e+02
3.326328800988875400e+01,5.335000000000000000e+02,2.127283251953720367e+01,1.915999999999999943e+02
3.331891223733003926e+01,5.333999999999999773e+02,2.125663484175821338e+01,1.913999999999999773e+02
3.337453646477132452e+01,5.332999999999999545e+02,2.124043250045254183e+01,1.912999999999999829e+02
3.343016069221260977e+01,5.331999999999999318e+02,2.122422563627080905e+01,1.911999999999999602e+02
3.348578491965389503e+01,5.331000000000000227e+02,2.120801439170119451e+01,1.909999999999999432e+02
3.354140914709518029e+01,5.330000000000000000e+02,2.119179891109861913e+01,2.494000000000000057e+02
3.359703337453646554e+01,5.328999999999999773e+02,2.117557934071216508e+01,1.907999999999999261e+02
3.365265760197775080e+01,5.327999999999999545e+02,2.115935582871047771e+01,1.355000000000000284e+02
3.370828182941903606e+01,5.327000000000000455e+02,2.114312852520527741e+01,1.356000000000000227e+02
3.376390605686032131e+01,5.326000000000000227e+02,2.112689758227273984e+01,1.903999999999999488e+02
3.381953028430160657e+01,5.323999999999999773e+02,2.111066315397275162e+01,1.902999999999999545e+02
3.387515451174289183e+01,5.322999999999999545e+02,2.109442539636601666e+01,1.901999999999999318e+02
3.393077873918417708e+01,5.321999999999999318e+02,2.107818446752890651e+01,2.492999999999999261e+02
3.398640296662546234e+01,5.320999999999999091e+02,2.106194052756595170e+01,1.899999999999999147e+02
3.404202719406675470e+01,5.320000000000000000e+02,2.104569373862004866e+01,1.897999999999999261e+02
3.409765142150803996e+01,5.318999999999999773e+02,2.102944426488024376e+01,1.896999999999999034e+02
3.415327564894932522e+01,5.317999999999999545e+02,2.101319227258701616e+01,1.895999999999999943e+02
3.420889987639061047e+01,5.316999999999999318e+02,2.099693793003515196e+01,1.365999999999999943e+02
3.426452410383189573e+01,5.315999999999999091e+02,2.098068140757399647e+01,1.366999999999999886e+02
3.432014833127318099e+01,5.314999999999998863e+02,2.096442287760526924e+01,1.891999999999999602e+02
3.437577255871446624e+01,5.313999999999998636e+02,2.094816251457816136e+01,1.369000000000000057e+02
3.443139678615575150e+01,5.312999999999999545e+02,2.093190049498193162e+01,1.370000000000000284e+02
3.448702101359703676e+01,5.311000000000000227e+02,2.091563699733580250e+01,1.370999999999999375e+02
3.454264524103832201e+01,5.310000000000000000e+02,2.089937220217631264e+01,1.887000000000001023e+02
3.459826946847960727e+01,5.308999999999999773e+02,2.088310629204191216e+01,1.886000000000000796e+02
3.465389369592089253e+01,5.307999999999999545e+02,2.086683945145501440e+01,1.884000000000000625e+02
3.470951792336217778e+01,5.306999999999999318e+02,2.085057186690138664e+01,1.882000000000000455e+02
3.476514215080346304e+01,5.305999999999999091e+02,2.083430372680687270e+01,1.375999999999999659e+02
3.482076637824474830e+01,5.304999999999998863e+02,2.081803522151157892e+01,1.376999999999999602e+02
3.487639060568603355e+01,5.303999999999999773e+02,2.080176654324146313e+01,1.878000000000000398e+02
3.493201483312731881e+01,5.303000000000000682e+02,2.078549788607731941e+01,1.378999999999999773e+02
3.498763906056860407e+01,5.302000000000000455e+02,2.076922944592130804e+01,1.875000000000000000e+02
3.504326328800988932e+01,5.300000000000000000e+02,2.075296142046103398e+01,1.875000000000000000e+02
3.509888751545117458e+01,5.298999999999999773e+02,2.073669400913111005e+01,1.384000000000000341e+02
3.515451174289245984e+01,5.297999999999999545e+02,2.072042741307243929e+01,1.871999999999999886e+02
3.521013597033374509e+01,5.296999999999999318e+02,2.070416183508920227e+01,2.489999999999999716e+02
3.526576019777503035e+01,5.296000000000000227e+02,2.068789747960352443e+01,1.868999999999999488e+02
3.532138442521631561e+01,5.295000000000000000e+02,2.067163455260809357e+01,1.388999999999999488e+02
3.537700865265760086e+01,5.293999999999999773e+02,2.065537326161663145e+01,1.865999999999999375e+02
3.543263288009889322e+01,5.292999999999999545e+02,2.063911381561237945e+01,1.863999999999999204e+02
3.548825710754017848e+01,5.291999999999999318e+02,2.062285642499475458e+01,1.862999999999999261e+02
3.554388133498146374e+01,5.289999999999998863e+02,2.060660130152415448e+01,1.393999999999998920e+02
3.559950556242274899e+01,5.288999999999999773e+02,2.059034865826511052e+01,1.859999999999998863e+02
3.565512978986403425e+01,5.287999999999999545e+02,2.057409870952781716e+01,1.857999999999998693e+02
3.571075401730531951e+01,5.286999999999999318e+02,2.055785167080831499e+01,2.489000000000000057e+02
3.576637824474660476e+01,5.285999999999999091e+02,2.054160775872722766e+01,1.854999999999999716e+02
3.582200247218789002e+01,5.285000000000000000e+02,2.052536719096740114e+01,1.401000000000000512e+02
3.587762669962917528e+01,5.283999999999999773e+02,2.050913018621040251e+01,1.402000000000000455e+02
3.593325092707046053e+01,5.282999999999999545e+02,2.049289696407211991e+01,1.849999999999999716e+02
3.598887515451174579e+01,5.281000000000000227e+02,2.047666774503764842e+01,1.404999999999999716e+02
3.604449938195303105e+01,5.280000000000000000e+02,2.046044275039542981e+01,1.847000000000000171e+02
3.610012360939431630e+01,5.278999999999999773e+02,2.044422220217098740e+01,1.409000000000000057e+02
3.615574783683560156e+01,5.277999999999999545e+02,2.042800632306033393e+01,1.844000000000000909e+02
3.621137206427688682e+01,5.276999999999999318e+02,2.041179533636323029e+01,1.412000000000000171e+02
3.626699629171817207e+01,5.275999999999999091e+02,2.039558946591639099e+01,1.840000000000000568e+02
3.632262051915945733e+01,5.274999999999998863e+02,2.037938893602689205e+01,1.415000000000000568e+02
3.637824474660074259e+01,5.273000000000000682e+02,2.036319397140594489e+01,1.417000000000000455e+02
3.643386897404202784e+01,5.272000000000000455e+02,2.034700479710311782e+01,1.418000000000000114e+02
3.648949320148331310e+01,5.271000000000000227e+02,2.033082163844126811e+01,1.421000000000000227e+02
3.654511742892459836e+01,5.270000000000000000e+02,2.031464472095230889e+01,1.831999999999999886e+02
3.660074165636588361e+01,5.268999999999999773e+02,2.029847427031401708e+01,1.424000000000000057e+02
3.665636588380716887e+01,5.267999999999999545e+02,2.028231051228798165e+01,1.426000000000000227e+02
3.671199011124845413e+01,5.266999999999999318e+02,2.026615367265899792e+01,1.427999999999999829e+02
3.676761433868973938e+01,5.265000000000000000e+02,2.025000397717594680e+01,1.824000000000000057e+02
3.682323856613103175e+01,5.263999999999999773e+02,2.023386165149438298e+01,1.821999999999999886e+02
3.687886279357231700e+01,5.262999999999999545e+02,2.021772692112105574e+01,1.820000000000000284e+02
3.693448702101360226e+01,5.261999999999999318e+02,2.020160001136036954e+01,1.818000000000000114e+02
3.699011124845488752e+01,5.260999999999999091e+02,2.018548114726318587e+01,1.437999999999999545e+02
3.704573547589617277e+01,5.259999999999998863e+02,2.016937055357790243e+01,1.440999999999999659e+02
3.710135970333745803e+01,5.257999999999999545e+02,2.015326845470412209e+01,1.442999999999999261e+02
3.715698393077874329e+01,5.257000000000000455e+02,2.013717507464892620e+01,1.444999999999999432e+02
3.721260815822002854e+01,5.256000000000000227e+02,2.012109063698608580e+01,1.446999999999999602e+02
3.726823238566131380e+01,5.255000000000000000e+02,2.010501536481816132e+01,1.449999999999999432e+02
3.732385661310259906e+01,5.253999999999999773e+02,2.008894948074179254e+01,1.803999999999998920e+02
3.737948084054388431e+01,5.252999999999999545e+02,2.007289320681616118e+01,1.454999999999999147e+02
3.743510506798516957e+01,5.250999999999999091e+02,2.005684676453490667e+01,1.457999999999999545e+02
3.749072929542645483e+01,5.250000000000000000e+02,2.004081037480149163e+01,1.797999999999998977e+02
3.754635352286774008e+01,5.248999999999999773e+02,2.002478425790819472e+01,1.462999999999998693e+02
3.760197775030902534e+01,5.247999999999999545e+02,2.000876863351883372e+01,1.793000000000000114e+02
3.765760197775031060e+01,5.246999999999999318e+02,1.999276372065527596e+01,1.791000000000000227e+02
3.771322620519159585e+01,5.246000000000000227e+02,1.997676973768789210e+01,1.789000000000000057e+02
3.776885043263288111e+01,5.243999999999999773e+02,1.996078690232995356e+01,1.474999999999999716e+02
3.782447466007416637e+01,5.242999999999999545e+02,1.994481543163616877e+01,1.479000000000000057e+02
3.788009888751545162e+01,5.242000000000000455e+02,1.992885554200521980e+01,1.781999999999999886e+02
3.793572311495673688e+01,5.241000000000000227e+02,1.991290744918663691e+01,1.779999999999999716e+02
3.799134734239802214e+01,5.240000000000000000e+02,1.989697136829174795e+01,1.489999999999999716e+02
3.804697156983930739e+01,5.237999999999999545e+02,1.988104751380901192e+01,1.492999999999999829e+02
3.810259579728059265e+01,5.236999999999999318e+02,1.986513609962355176e+01,1.772999999999999829e+02
3.815822002472187791e+01,5.235999999999999091e+02,1.984923733904103571e+01,1.500999999999999375e+02
3.821384425216317027e+01,5.234999999999998863e+02,1.983335144481585033e+01,1.767999999999999545e+02
3.826946847960445552e+01,5.233999999999999773e+02,1.981747862918361491e+01,1.765000000000000284e+02
3.832509270704574078e+01,5.232999999999999545e+02,1.980161910389788460e+01,1.513000000000000398e+02
3.838071693448702604e+01,5.230999999999999091e+02,1.978577308027122328e+01,1.759000000000000909e+02
3.843634116192831129e+01,5.229999999999998863e+02,1.976994076922045451e+01,1.756000000000000512e+02
3.849196538936959655e+01,5.228999999999999773e+02,1.975412238131605491e+01,1.753000000000000398e+02
3.854758961681088181e+01,5.227999999999999545e+02,1.973831812683574682e+01,1.749000000000000057e+02
3.860321384425216706e+01,5.227000000000000455e+02,1.972252821582205229e+01,1.746000000000000512e+02
3.865883807169345232e+01,5.225000000000000000e+02,1.970675285814390421e+01,1.742000000000000739e+02
3.871446229913473758e+01,5.223999999999999773e+02,1.969099226356204468e+01,1.546000000000000227e+02
3.877008652657602283e+01,5.222999999999999545e+02,1.967524664179832783e+01,1.734000000000000057e+02
3.882571075401730809e+01,5.221999999999999318e+02,1.965951620260858235e+01,1.556000000000000512e+02
3.888133498145859335e+01,5.219999999999998863e+02,1.964380115585909081e+01,1.723000000000000398e+02
3.893695920889987860e+01,5.218999999999999773e+02,1.962810171160650441e+01,1.716999999999999886e+02
3.899258343634116386e+01,5.218000000000000682e+02,1.961241808018102262e+01,1.711000000000000512e+02
3.904820766378244912e+01,5.217000000000000455e+02,1.959675047227273836e+01,1.701999999999999886e+02
3.910383189122373437e+01,5.216000000000000227e+02,1.958109909902094969e+01,1.692000000000000171e+02
3.915945611866501963e+01,5.213999999999999773e+02,1.956546417210632427e+01,1.681000000000000227e+02
3.921508034610630489e+01,5.212999999999999545e+02,1.954984590384570353e+01,1.600000000000000000e+02
3.927070457354759014e+01,5.211999999999999318e+02,1.953424450728941508e+01,1.653999999999999773e+02
3.932632880098887540e+01,5.211000000000000227e+02,1.951866019632081617e+01,1.631999999999999886e+02
3.938195302843016066e+01,5.208999999999999773e+02,1.950309318575799722e+01,2.506999999999999886e+02
3.943757725587144591e+01,5.207999999999999545e+02,1.948754369145736476e+01,2.506999999999999886e+02
3.949320148331273117e+01,5.206999999999999318e+02,1.947201193041887990e+01,2.507999999999999829e+02
3.954882571075401643e+01,5.205999999999999091e+02,1.945649812089284936e+01,2.509000000000000057e+02
3.960444993819530879e+01,5.204999999999998863e+02,1.944100248248793150e+01,2.508999999999999488e+02
3.966007416563659405e+01,5.202999999999999545e+02,1.942552523628021888e+01,2.509999999999999716e+02
3.971569839307787930e+01,5.201999999999999318e+02,1.941006660492312719e+01,2.510999999999999659e+02
3.977132262051916456e+01,5.201000000000000227e+02,1.939462681275787759e+01,2.510999999999999659e+02
3.982694684796044982e+01,5.200000000000000000e+02,1.937920608592438754e+01,2.511999999999999602e+02
3.988257107540173507e+01,5.197999999999999545e+02,1.936380465247221494e+01,2.512999999999999829e+02
3.993819530284302033e+01,5.196999999999999318e+02,1.934842274247149163e+01,2.512999999999999261e+02
3.999381953028430559e+01,5.196000000000000227e+02,1.933306058812344475e+01,2.513999999999999488e+02
4.004944375772559084e+01,5.195000000000000000e+02,1.931771842387040650e+01,2.514999999999999432e+02
4.010506798516687610e+01,5.192999999999999545e+02,1.930239648650493578e+01,2.514999999999999432e+02
4.016069221260816136e+01,5.191999999999999318e+02,1.928709501527797343e+01,2.515999999999999375e+02
4.021631644004944661e+01,5.190999999999999091e+02,1.927181425200565457e+01,2.516999999999999602e+02
4.027194066749073187e+01,5.190000000000000000e+02,1.925655444117461812e+01,2.517999999999999545e+02
4.032756489493201713e+01,5.188000000000000682e+02,1.924131583004557910e+01,2.517999999999999545e+02
4.038318912237330238e+01,5.187000000000000455e+02,1.922609866875490425e+01,2.518999999999999773e+02
4.043881334981458764e+01,5.186000000000000227e+02,1.921090321041393878e+01,2.519999999999999147e+02
4.049443757725587290e+01,5.183999999999999773e+02,1.919572971120600968e+01,2.520999999999999375e+02
4.055006180469715815e+01,5.182999999999999545e+02,1.918057843048063305e+01,2.520999999999999375e+02
4.060568603213844341e+01,5.181999999999999318e+02,1.916544963084493958e+01,2.521999999999999318e+02
4.066131025957972867e+01,5.180999999999999091e+02,1.915034357825201994e+01,2.522999999999999545e+02
4.071693448702101392e+01,5.178999999999999773e+02,1.913526054208589500e+01,2.523999999999998920e+02
4.077255871446229918e+01,5.177999999999999545e+02,1.912020079524311811e+01,2.523999999999998920e+02
4.082818294190358444e+01,5.176999999999999318e+02,1.910516461421060086e+01,2.524999999999999147e+02
4.088380716934486969e+01,5.175999999999999091e+02,1.909015227913960189e+01,2.525999999999999091e+02
4.093943139678615495e+01,5.173999999999998636e+02,1.907516407391565139e+01,2.526999999999999318e+02
4.099505562422744731e+01,5.172999999999999545e+02,1.906020028622426921e+01,2.527999999999999261e+02
4.105067985166873257e+01,5.172000000000000455e+02,1.904526120761226693e+01,2.527999999999999261e+02
4.110630407911001782e+01,5.170000000000000000e+02,1.903034713354448115e+01,2.528999999999999488e+02
4.116192830655130308e+01,5.168999999999999773e+02,1.901545836345587404e+01,2.529999999999999432e+02
4.121755253399258834e+01,5.167999999999999545e+02,1.900059520079867781e+01,2.530999999999999091e+02
4.127317676143387359e+01,5.166999999999999318e+02,1.898575795308465430e+01,2.532999999999999261e+02
4.132880098887515885e+01,5.165000000000000000e+02,1.897094693192218173e+01,2.533999999999999204e+02
4.138442521631644411e+01,5.163999999999999773e+02,1.895616245304814740e+01,2.533999999999999204e+02
4.144004944375772936e+01,5.162999999999999545e+02,1.894140483635450067e+01,2.534999999999998863e+02
4.149567367119901462e+01,5.161000000000000227e+02,1.892667440590939165e+01,2.535999999999998806e+02
4.155129789864029988e+01,5.160000000000000000e+02,1.891197148997271427e+01,2.536999999999999034e+02
4.160692212608158513e+01,5.158999999999999773e+02,1.889729642100612139e+01,2.537999999999998977e+02
4.166254635352287039e+01,5.157000000000000455e+02,1.888264953567733428e+01,2.538999999999999204e+02
4.171817058096415565e+01,5.156000000000000227e+02,1.886803117485871439e+01,2.538999999999999204e+02
4.177379480840544090e+01,5.155000000000000000e+02,1.885344168362001938e+01,2.539999999999999147e+02
4.182941903584672616e+01,5.152999999999999545e+02,1.883888141121536108e+01,2.540999999999999375e+02
4.188504326328801142e+01,5.151999999999999318e+02,1.882435071106423763e+01,2.541999999999998749e+02
4.194066749072929667e+01,5.150999999999999091e+02,1.880984994072671412e+01,2.542999999999998977e+02
4.199629171817058193e+01,5.148999999999999773e+02,1.879537946187264907e+01,2.543999999999998920e+02
4.205191594561186719e+01,5.147999999999999545e+02,1.878093964024499485e+01,2.544999999999999147e+02
4.210754017305315244e+01,5.146999999999999318e+02,1.876653084561718998e+01,2.545000000000000000e+02
4.216316440049443770e+01,5.144999999999998863e+02,1.875215345174460424e+01,2.546000000000000227e+02
4.221878862793572296e+01,5.143999999999999773e+02,1.873780783631008973e+01,2.546999999999999602e+02
4.227441285537700821e+01,5.142999999999999545e+02,1.872349438086365936e+01,2.547999999999999829e+02
4.233003708281829347e+01,5.141000000000000227e+02,1.870921347075628560e+01,2.548999999999999773e+02
4.238566131025958583e+01,5.140000000000000000e+02,1.869496549506792604e+01,2.550000000000000000e+02
4.244128553770087109e+01,5.138999999999999773e+02,1.868075084652975093e+01,2.552000000000000171e+02
4.249690976514215635e+01,5.136999999999999318e+02,1.866656992144071481e+01,2.553000000000000114e+02
4.255253399258344160e+01,5.135999999999999091e+02,1.865242311957841892e+01,2.554000000000000341e+02
4.260815822002472686e+01,5.134999999999998863e+02,1.863831084410441719e+01,2.554999999999999716e+02
4.266378244746601212e+01,5.133000000000000682e+02,1.862423350146406165e+01,2.554999999999999716e+02
4.271940667490729737e+01,5.132000000000000455e+02,1.861019150128088384e+01,2.555999999999999943e+02
4.277503090234858263e+01,5.131000000000000227e+02,1.859618525624564356e+01,2.556999999999999886e+02
4.283065512978986789e+01,5.128999999999999773e+02,1.858221518200014444e+01,2.558000000000000114e+02
4.288627935723115314e+01,5.127999999999999545e+02,1.856828169701595499e+01,2.559000000000000057e+02
4.294190358467243840e+01,5.126000000000000227e+02,1.855438522246803146e+01,2.560000000000000000e+02
4.299752781211372366e+01,5.125000000000000000e+02,1.854052618210344505e+01,2.560999999999999659e+02
4.305315203955500891e+01,5.123999999999999773e+02,1.852670500210530591e+01,2.561999999999999886e+02
4.310877626699629417e+01,5.121999999999999318e+02,1.851292211095204721e+01,2.563000000000000114e+02
4.316440049443757943e+01,5.120999999999999091e+02,1.849917793927203391e+01,2.563999999999999773e+02
4.322002472187886468e+01,5.119999999999999432e+02,1.848547291969388695e+01,2.566000000000000227e+02
4.327564894932014994e+01,5.117999999999998977e+02,1.847180748669240913e+01,2.566999999999999886e+02
4.333127317676143520e+01,5.116999999999999318e+02,1.845818207643041831e+01,2.567999999999999545e+02
4.338689740420272045e+01,5.115000000000000000e+02,1.844459712659655892e+01,2.568999999999999773e+02
4.344252163164400571e+01,5.113999999999999773e+02,1.843105307623925526e+01,2.570000000000000000e+02
4.349814585908529097e+01,5.112999999999999545e+02,1.841755036559695924e+01,2.570999999999999659e+02
4.355377008652657622e+01,5.110999999999999659e+02,1.840408943592488455e+01,2.571999999999999886e+02
4.360939431396786148e+01,5.109999999999999432e+02,1.839067072931830182e+01,2.573000000000000114e+02
4.366501854140914674e+01,5.107999999999999545e+02,1.837729468853267178e+01,2.575000000000000000e+02
4.372064276885043199e+01,5.106999999999999318e+02,1.836396175680072673e+01,2.575999999999999659e+02
4.377626699629172435e+01,5.105000000000000000e+02,1.835067237764662451e+01,2.576999999999999886e+02
4.383189122373300961e+01,5.104000000000000341e+02,1.833742699469752324e+01,2.578999999999999773e+02
4.388751545117429487e+01,5.103000000000000114e+02,1.832422605149250217e+01,2.580000000000000000e+02
4.394313967861558012e+01,5.101000000000000227e+02,1.831106999128929047e+01,2.581000000000000227e+02
4.399876390605686538e+01,5.100000000000000000e+02,1.829795925686880054e+01,2.582000000000000455e+02
4.405438813349815064e+01,5.097999999999999545e+02,1.828489429033774272e+01,2.583000000000000114e+02
4.411001236093943589e+01,5.096999999999999886e+02,1.827187553292949218e+01,2.584999999999998863e+02
4.416563658838072115e+01,5.094999999999999432e+02,1.825890342480343875e+01,2.585999999999999091e+02
4.422126081582200641e+01,5.093999999999999204e+02,1.824597840484302580e+01,2.586999999999998749e+02
4.427688504326329166e+01,5.091999999999999318e+02,1.823310091045267001e+01,2.587999999999998977e+02
4.433250927070457692e+01,5.090999999999999091e+02,1.822027137735375035e+01,2.589999999999999432e+02
4.438813349814586218e+01,5.089999999999998863e+02,1.820749023938001798e+01,2.591999999999998749e+02
4.444375772558714743e+01,5.088000000000000114e+02,1.819475792827247318e+01,2.592999999999998977e+02
4.449938195302843269e+01,5.086999999999999886e+02,1.818207487347408602e+01,2.593999999999999204e+02
4.455500618046971795e+01,5.085000000000000000e+02,1.816944150192452767e+01,2.595999999999999091e+02
4.461063040791100320e+01,5.083999999999999773e+02,1.815685823785513975e+01,2.596999999999999318e+02
4.466625463535228846e+01,5.081999999999999318e+02,1.814432550258446852e+01,2.597999999999999545e+02
4.472187886279357372e+01,5.080999999999999659e+02,1.813184371431449549e+01,2.599999999999999432e+02
4.477750309023485897e+01,5.078999999999999204e+02,1.811941328792794437e+01,2.600999999999999659e+02
4.483312731767614423e+01,5.077999999999999545e+02,1.810703463478678188e+01,2.602999999999998977e+02
4.488875154511742949e+01,5.076000000000000227e+02,1.809470816253232428e+01,2.604999999999999432e+02
4.494437577255871474e+01,5.075000000000000000e+02,1.808243427488711674e+01,2.606999999999999318e+02
4.500000000000000000e+01,5.073000000000000114e+02,1.807021337145884488e+01,2.607999999999999545e+02
