Thetas,H1_hollow_10layers_70-80-60-80nm,H1_full_10layers_80nm
54.4510050251,700,432.4
54.5069095477,700,432.3
54.5628140704,700,432.2
54.618718593,700,432.1
54.6746231156,700,432
54.7305276382,700,431.8
54.7864321608,700,431.7
54.8423366834,700,431.6
54.898241206,700,431.5
54.9541457286,700,431.4
55.0100502513,700,431.3
55.0659547739,700,431.2
55.1218592965,700,431.1
55.1777638191,700,431
55.2336683417,700,430.9
55.2895728643,700,430.7
55.3454773869,700,430.6
55.4013819095,700,430.5
55.4572864322,700,430.4
55.5131909548,700,430.3
55.5690954774,700,430.2
55.625,700,430.1
55.6809045226,700,430
55.7368090452,700,429.9
55.7927135678,700,429.8
55.8486180905,700,429.7
55.9045226131,700,429.5
55.9604271357,700,429.4
56.0163316583,700,429.3
56.0722361809,700,429.2
56.1281407035,700,429.1
56.1840452261,700,429
56.2399497487,700,428.9
56.2958542714,700,428.8
56.351758794,700,428.7
56.4076633166,700,428.6
56.4635678392,700,428.5
56.5194723618,700,428.3
56.5753768844,700,428.2
56.631281407,700,428.1
56.6871859296,700,428
56.7430904523,700,427.9
56.7989949749,700,427.8
56.8548994975,700,427.7
56.9108040201,700,427.6
56.9667085427,700,427.5
57.0226130653,700,427.4
57.0785175879,700,427.3
57.1344221106,700,427.1
57.1903266332,700,427
57.2462311558,700,426.9
57.3021356784,700,426.8
57.358040201,700,426.7
57.4139447236,700,426.6
57.4698492462,700,426.5
57.5257537688,700,426.4
57.5816582915,700,426.3
57.6375628141,700,426.2
57.6934673367,700,426.1
57.7493718593,700,426
57.8052763819,700,425.9
57.8611809045,700,425.7
57.9170854271,700,425.6
57.9729899497,700,425.5
58.0288944724,700,425.4
58.084798995,700,425.3
58.1407035176,700,425.2
58.1966080402,700,425.1
58.2525125628,700,425
58.3084170854,700,424.9
58.364321608,700,424.8
58.4202261307,700,424.7
58.4761306533,700,424.6
58.5320351759,700,424.5
58.5879396985,700,424.4
58.6438442211,700,424.3
58.6997487437,700,424.2
58.7556532663,700,424
58.8115577889,700,423.9
58.8674623116,700,423.8
58.9233668342,700,423.7
58.9792713568,700,423.6
59.0351758794,700,423.5
59.091080402,700,423.4
59.1469849246,700,423.3
59.2028894472,700,423.2
59.2587939698,700,423.1
59.3146984925,700,423
59.3706030151,700,422.9
59.4265075377,700,422.8
59.4824120603,700,422.7
59.5383165829,700,422.6
59.5942211055,700,422.5
59.6501256281,700,422.4
59.7060301508,700,422.3
59.7619346734,700,422.2
59.817839196,700,422.1
59.8737437186,700,422
59.9296482412,700,421.8
59.9855527638,700,421.7
60.0414572864,700,421.6
60.097361809,700,421.5
60.1532663317,700,421.4
60.2091708543,700,421.3
60.2650753769,700,421.2
60.3209798995,700,421.1
60.3768844221,700,421
60.4327889447,700,420.9
60.4886934673,700,420.8
60.5445979899,700,420.7
60.6005025126,700,420.6
60.6564070352,700,420.5
60.7123115578,700,700
60.7682160804,700,700
60.824120603,700,700
60.8800251256,700,700
60.9359296482,700,700
60.9918341709,700,700
61.0477386935,700,700
61.1036432161,700,700
61.1595477387,700,700
61.2154522613,700,700
61.2713567839,700,700
61.3272613065,700,700
61.3831658291,700,700
61.4390703518,700,700
61.4949748744,700,700
61.550879397,700,700
61.6067839196,700,700
61.6626884422,700,700
61.7185929648,700,700
61.7744974874,700,700
61.8304020101,700,700
61.8863065327,700,700
61.9422110553,700,700
61.9981155779,700,700
62.0540201005,700,700
62.1099246231,700,700
62.1658291457,700,700
62.2217336683,700,700
62.277638191,700,700
62.3335427136,700,700
62.3894472362,700,700
62.4453517588,700,700
62.5012562814,700,700
62.557160804,700,700
62.6130653266,700,700
62.6689698492,700,700
62.7248743719,700,700
62.7807788945,700,700
62.8366834171,700,700
62.8925879397,700,700
62.9484924623,700,700
63.0043969849,700,700
63.0603015075,700,700
63.1162060302,700,700
63.1721105528,700,700
63.2280150754,700,700
63.283919598,700,700
63.3398241206,700,700
63.3957286432,700,700
63.4516331658,700,700
63.5075376884,700,700
63.5634422111,700,700
63.6193467337,700,700
63.6752512563,700,700
63.7311557789,700,700
63.7870603015,699.7,700
63.8429648241,699.4,700
63.8988693467,699.2,700
63.9547738693,698.9,700
64.010678392,698.6,700
64.0665829146,698.4,700
64.1224874372,698.1,700
64.1783919598,697.8,700
64.2342964824,697.6,700
64.290201005,697.3,700
64.3461055276,697,700
64.4020100503,696.8,700
64.4579145729,696.5,700
64.5138190955,696.3,700
64.5697236181,696,700
64.6256281407,695.7,700
64.6815326633,695.5,700
64.7374371859,695.2,700
64.7933417085,695,700
64.8492462312,694.7,700
64.9051507538,694.5,700
64.9610552764,694.2,700
65.016959799,694,700
65.0728643216,693.7,700
65.1287688442,693.5,700
65.1846733668,693.2,700
65.2405778894,693,700
65.2964824121,692.7,700
65.3523869347,692.5,700
65.4082914573,692.2,700
65.4641959799,692,700
65.5201005025,691.7,700
65.5760050251,691.5,700
65.6319095477,691.2,700
65.6878140704,691,700
65.743718593,690.7,700
65.7996231156,690.5,700
65.8555276382,690.3,700
65.9114321608,690,700
65.9673366834,689.8,700
66.023241206,689.5,700
66.0791457286,689.3,700
66.1350502513,689.1,700
66.1909547739,688.8,700
66.2468592965,688.6,700
66.3027638191,688.4,700
66.3586683417,688.1,700
66.4145728643,687.9,700
66.4704773869,687.7,700
66.5263819095,687.4,700
66.5822864322,687.2,700
66.6381909548,687,700
66.6940954774,686.7,700
66.75,686.5,700
66.8059045226,686.3,700
66.8618090452,686,700
66.9177135678,685.8,700
66.9736180905,685.6,700
67.0295226131,685.4,700
67.0854271357,685.1,700
67.1413316583,684.9,700
67.1972361809,684.7,700
67.2531407035,684.4,700
67.3090452261,684.2,700
67.3649497487,684,699.9
67.4208542714,683.8,699.7
67.476758794,683.6,699.6
67.5326633166,683.3,699.5
67.5885678392,683.1,699.4
67.6444723618,682.9,699.2
67.7003768844,682.7,699.1
67.756281407,682.5,699
67.8121859296,682.2,698.9
67.8680904523,682,698.7
67.9239949749,681.8,698.6
67.9798994975,681.6,698.5
68.0358040201,681.4,698.4
68.0917085427,681.1,698.2
68.1476130653,680.9,698.1
68.2035175879,680.7,698
68.2594221106,680.5,697.9
68.3153266332,680.3,697.8
68.3712311558,680.1,697.6
68.4271356784,679.9,697.5
68.483040201,679.7,697.4
68.5389447236,679.4,697.3
68.5948492462,679.2,697.1
68.6507537688,679,697
68.7066582915,678.8,696.9
68.7625628141,678.6,696.8
68.8184673367,678.4,696.7
68.8743718593,678.2,696.5
68.9302763819,678,696.4
68.9861809045,677.8,696.3
69.0420854271,677.6,696.2
69.0979899497,677.4,696.1
69.1538944724,677.2,695.9
69.209798995,676.9,695.8
69.2657035176,676.7,695.7
69.3216080402,676.5,695.6
69.3775125628,676.3,695.5
69.4334170854,676.1,695.3
69.489321608,675.9,695.2
69.5452261307,675.7,695.1
69.6011306533,675.5,695
69.6570351759,675.3,694.9
69.7129396985,675.1,694.8
69.7688442211,674.9,694.6
69.8247487437,674.7,694.5
69.8806532663,674.5,694.4
69.9365577889,674.3,694.3
69.9924623116,674.1,694.2
70.0483668342,673.9,694.1
70.1042713568,673.7,693.9
70.1601758794,673.5,693.8
70.216080402,673.3,693.7
70.2719849246,673.2,693.6
70.3278894472,673,693.5
70.3837939698,672.8,693.4
70.4396984925,672.6,693.3
70.4956030151,672.4,693.1
70.5515075377,672.2,693
70.6074120603,672,692.9
70.6633165829,671.8,692.8
70.7192211055,671.6,692.7
70.7751256281,671.4,692.6
70.8310301508,671.2,692.5
70.8869346734,671,692.4
70.942839196,670.9,692.3
70.9987437186,670.7,692.1
71.0546482412,670.5,692
71.1105527638,670.3,691.9
71.1664572864,670.1,691.8
71.222361809,669.9,691.7
71.2782663317,669.7,691.6
71.3341708543,669.5,691.5
71.3900753769,669.4,691.4
71.4459798995,669.2,691.3
71.5018844221,669,691.1
71.5577889447,668.8,691
71.6136934673,668.6,690.9
71.6695979899,668.4,690.8
71.7255025126,668.3,690.7
71.7814070352,668.1,690.6
71.8373115578,667.9,690.5
71.8932160804,667.7,690.4
71.949120603,667.5,690.3
72.0050251256,667.4,690.2
72.0609296482,667.2,690.1
72.1168341709,667,690
72.1727386935,666.8,689.9
72.2286432161,666.6,689.8
72.2845477387,666.5,689.7
72.3404522613,666.3,689.5
72.3963567839,666.1,689.4
72.4522613065,665.9,689.3
72.5081658291,665.8,689.2
72.5640703518,665.6,689.1
72.6199748744,665.4,689
72.675879397,665.2,688.9
72.7317839196,665.1,688.8
72.7876884422,664.9,688.7
72.8435929648,664.7,688.6
72.8994974874,664.6,688.5
72.9554020101,664.4,688.4
73.0113065327,664.2,688.3
73.0672110553,664,688.2
73.1231155779,663.9,688.1
73.1790201005,663.7,688
73.2349246231,663.5,687.9
73.2908291457,663.4,687.8
73.3467336683,663.2,687.7
73.402638191,663,687.6
73.4585427136,662.9,687.5
73.5144472362,662.7,687.4
73.5703517588,662.5,687.3
73.6262562814,662.4,687.2
73.682160804,662.2,687.1
73.7380653266,662,687
73.7939698492,661.9,686.9
73.8498743719,661.7,686.8
73.9057788945,661.6,686.7
73.9616834171,661.4,686.6
74.0175879397,661.2,686.5
74.0734924623,661.1,686.4
74.1293969849,660.9,686.3
74.1853015075,660.7,686.2
74.2412060302,660.6,686.1
74.2971105528,660.4,686
74.3530150754,660.3,685.9
74.408919598,660.1,685.9
74.4648241206,660,685.8
74.5207286432,659.8,685.7
74.5766331658,659.6,685.6
74.6325376884,659.5,685.5
74.6884422111,659.3,685.4
74.7443467337,659.2,685.3
74.8002512563,659,685.2
74.8561557789,658.9,685.1
74.9120603015,658.7,685
74.9679648241,658.6,684.9
75.0238693467,658.4,684.8
75.0797738693,658.2,684.7
75.135678392,658.1,684.6
75.1915829146,657.9,684.6
75.2474874372,657.8,684.5
75.3033919598,657.6,684.4
75.3592964824,657.5,684.3
75.415201005,657.3,684.2
75.4711055276,657.2,684.1
75.5270100503,657,684
75.5829145729,656.9,683.9
75.6388190955,656.7,683.8
75.6947236181,656.6,683.8
75.7506281407,656.5,683.7
75.8065326633,656.3,683.6
75.8624371859,656.2,683.5
75.9183417085,656,683.4
75.9742462312,655.9,683.3
76.0301507538,655.7,683.2
76.0860552764,655.6,683.1
76.141959799,655.4,683.1
76.1978643216,655.3,683
76.2537688442,655.2,682.9
76.3096733668,655,682.8
76.3655778894,654.9,682.7
76.4214824121,654.7,682.6
76.4773869347,654.6,682.6
76.5332914573,654.5,682.5
76.5891959799,654.3,682.4
76.6451005025,654.2,682.3
76.7010050251,654,682.2
76.7569095477,653.9,682.1
76.8128140704,653.8,682.1
76.868718593,653.6,682
76.9246231156,653.5,681.9
76.9805276382,653.4,681.8
77.0364321608,653.2,681.7
77.0923366834,653.1,681.7
77.148241206,652.9,681.6
77.2041457286,652.8,681.5
77.2600502513,652.7,681.4
77.3159547739,652.5,681.3
77.3718592965,652.4,681.3
77.4277638191,652.3,681.2
77.4836683417,652.2,681.1
77.5395728643,652,681
77.5954773869,651.9,680.9
77.6513819095,651.8,680.9
77.7072864322,651.6,680.8
77.7631909548,651.5,680.7
77.8190954774,651.4,680.6
77.875,651.2,680.6
77.9309045226,651.1,680.5
77.9868090452,651,680.4
78.0427135678,650.9,680.3
78.0986180905,650.7,680.3
78.1545226131,650.6,680.2
78.2104271357,650.5,680.1
78.2663316583,650.4,680
78.3222361809,650.2,680
78.3781407035,650.1,679.9
78.4340452261,650,679.8
78.4899497487,649.9,679.7
78.5458542714,649.8,679.7
78.601758794,649.6,679.6
78.6576633166,649.5,679.5
78.7135678392,649.4,679.5
78.7694723618,649.3,679.4
78.8253768844,649.2,679.3
78.881281407,649,679.3
78.9371859296,648.9,679.2
78.9930904523,648.8,679.1
79.0489949749,648.7,679
79.1048994975,648.6,679
79.1608040201,648.4,678.9
79.2167085427,648.3,678.8
79.2726130653,648.2,678.8
79.3285175879,648.1,678.7
79.3844221106,648,678.6
79.4403266332,647.9,678.6
79.4962311558,647.8,678.5
79.5521356784,647.6,678.4
79.608040201,647.5,678.4
79.6639447236,647.4,678.3
79.7198492462,647.3,678.2
79.7757537688,647.2,678.2
79.8316582915,647.1,678.1
79.8875628141,647,678.1
79.9434673367,646.9,678
79.9993718593,646.8,677.9
80.0552763819,646.7,677.9
80.1111809045,646.6,677.8
80.1670854271,646.4,677.7
80.2229899497,646.3,677.7
80.2788944724,646.2,677.6
80.334798995,646.1,677.6
80.3907035176,646,677.5
80.4466080402,645.9,677.4
80.5025125628,645.8,677.4
80.5584170854,645.7,677.3
80.614321608,645.6,677.3
80.6702261307,645.5,677.2
80.7261306533,645.4,677.1
80.7820351759,645.3,677.1
80.8379396985,645.2,677
80.8938442211,645.1,677
80.9497487437,645,676.9
81.0056532663,644.9,676.9
81.0615577889,644.8,676.8
81.1174623116,644.7,676.7
81.1733668342,644.6,676.7
81.2292713568,644.5,676.6
81.2851758794,644.4,676.6
81.341080402,644.3,676.5
81.3969849246,644.2,676.5
81.4528894472,644.1,676.4
81.5087939698,644,676.4
81.5646984925,643.9,676.3
81.6206030151,643.9,676.3
81.6765075377,643.8,676.2
81.7324120603,643.7,676.1
81.7883165829,643.6,676.1
81.8442211055,643.5,676
81.9001256281,643.4,676
81.9560301508,643.3,675.9
82.0119346734,643.2,675.9
82.067839196,643.1,675.8
82.1237437186,643,675.8
82.1796482412,643,675.7
82.2355527638,642.9,675.7
82.2914572864,642.8,675.6
82.347361809,642.7,675.6
82.4032663317,642.6,675.5
82.4591708543,642.5,675.5
82.5150753769,642.4,675.5
82.5709798995,642.4,675.4
82.6268844221,642.3,675.4
82.6827889447,642.2,675.3
82.7386934673,642.1,675.3
82.7945979899,642,675.2
82.8505025126,641.9,675.2
82.9064070352,641.9,675.1
82.9623115578,641.8,675.1
83.0182160804,641.7,675
83.074120603,641.6,675
83.1300251256,641.5,675
83.1859296482,641.5,674.9
83.2418341709,641.4,674.9
83.2977386935,641.3,674.8
83.3536432161,641.2,674.8
83.4095477387,641.2,674.8
83.4654522613,641.1,674.7
83.5213567839,641,674.7
83.5772613065,640.9,674.6
83.6331658291,640.9,674.6
83.6890703518,640.8,674.6
83.7449748744,640.7,674.5
83.800879397,640.6,674.5
83.8567839196,640.6,674.4
83.9126884422,640.5,674.4
83.9685929648,640.4,674.4
84.0244974874,640.4,674.3
84.0804020101,640.3,674.3
84.1363065327,640.2,674.3
84.1922110553,640.2,674.2
84.2481155779,640.1,674.2
84.3040201005,640,674.2
84.3599246231,640,674.1
84.4158291457,639.9,674.1
84.4717336683,639.8,674
84.527638191,639.8,674
84.5835427136,639.7,674
84.6394472362,639.6,673.9
84.6953517588,639.6,673.9
84.7512562814,639.5,673.9
84.807160804,639.5,673.9
84.8630653266,639.4,673.8
84.9189698492,639.3,673.8
84.9748743719,639.3,673.8
85.0307788945,639.2,673.7
85.0866834171,639.2,673.7
85.1425879397,639.1,673.7
85.1984924623,639,673.6
85.2543969849,639,673.6
85.3103015075,638.9,673.6
85.3662060302,638.9,673.6
85.4221105528,638.8,673.5
85.4780150754,638.8,673.5
85.533919598,638.7,673.5
85.5898241206,638.6,673.5
85.6457286432,638.6,673.4
85.7016331658,638.5,673.4
85.7575376884,638.5,673.4
85.8134422111,638.4,673.4
85.8693467337,638.4,673.3
85.9252512563,638.3,673.3
85.9811557789,638.3,673.3
86.0370603015,638.2,673.3
86.0929648241,638.2,673.2
86.1488693467,638.1,673.2
86.2047738693,638.1,673.2
86.260678392,638.1,673.2
86.3165829146,638,673.2
86.3724874372,638,673.1
86.4283919598,637.9,673.1
86.4842964824,637.9,673.1
86.540201005,637.8,673.1
86.5961055276,637.8,673.1
86.6520100503,637.7,673
86.7079145729,637.7,673
86.7638190955,637.7,673
86.8197236181,637.6,673
86.8756281407,637.6,673
86.9315326633,637.5,673
86.9874371859,637.5,672.9
87.0433417085,637.5,672.9
87.0992462312,637.4,672.9
87.1551507538,637.4,672.9
87.2110552764,637.3,672.9
87.266959799,637.3,672.9
87.3228643216,637.3,672.9
87.3787688442,637.2,672.8
87.4346733668,637.2,672.8
87.4905778894,637.2,672.8
87.5464824121,637.1,672.8
87.6023869347,637.1,672.8
87.6582914573,637.1,672.8
87.7141959799,637,672.8
87.7701005025,637,672.8
87.8260050251,637,672.8
87.8819095477,636.9,672.7
87.9378140704,636.9,672.7
87.993718593,636.9,672.7
88.0496231156,636.9,672.7
88.1055276382,636.8,672.7
88.1614321608,636.8,672.7
88.2173366834,636.8,672.7
88.273241206,636.8,672.7
88.3291457286,636.7,672.7
88.3850502513,636.7,672.7
88.4409547739,636.7,672.7
88.4968592965,636.7,672.7
88.5527638191,636.6,672.7
88.6086683417,636.6,672.7
88.6645728643,636.6,672.7
88.7204773869,636.6,672.7
88.7763819095,636.5,672.7
88.8322864322,636.5,672.7
88.8881909548,636.5,672.6
88.9440954774,636.5,672.6
89,636.5,672.6
