Thetas,B2_hollow_5layers_80nm,B2_hollow_10layers_100nm,B2_full_10layers_80nm,B2_hollow_10layers_70-80-60-80nm
22.1940954774,0.1954328276,0.1942672625,0.0771183479,0.1521212813
22.25,0.1953543447,0.1941851579,0.0770994835,0.1520513438
22.3059045226,0.1952756724,0.194102883,0.0770806644,0.1519812749
22.3618090452,0.1951968106,0.1940204391,0.0770618917,0.1519110758
22.4177135678,0.1951177593,0.1939378271,0.0770431665,0.1518407479
22.4736180905,0.1950385183,0.1938550481,0.07702449,0.1517702926
22.5295226131,0.1949590875,0.1937721032,0.0770058631,0.1516997111
22.5854271357,0.1948794668,0.1936889935,0.0769872872,0.1516290048
22.6413316583,0.1947996561,0.1936057201,0.0769687632,0.1515581751
22.6972361809,0.1947196553,0.1935222842,0.0769502923,0.1514872234
22.7531407035,0.1946394644,0.1934386867,0.0769318757,0.151416151
22.8090452261,0.1945590832,0.193354929,0.0769135144,0.1513449594
22.8649497487,0.1944785116,0.1932710121,0.0768952097,0.15127365
22.9208542714,0.1943977497,0.1931869371,0.0768769626,0.1512022243
22.976758794,0.1943167972,0.1931027053,0.0768587742,0.1511306836
23.0326633166,0.1942356542,0.1930183177,0.0768406458,0.1510590294
23.0885678392,0.1941543206,0.1929337755,0.0768225784,0.1509872633
23.1444723618,0.1940727964,0.19284908,0.0768045732,0.1509153867
23.2003768844,0.1939910814,0.1927642322,0.0767866314,0.1508434011
23.256281407,0.1939091756,0.1926792335,0.076768754,0.1507713079
23.3121859296,0.1938270791,0.1925940848,0.0767509423,0.1506991088
23.3680904523,0.1937447917,0.1925087876,0.0767331973,0.1506268052
23.4239949749,0.1936623135,0.1924233428,0.0767155203,0.1505543987
23.4798994975,0.1935796445,0.1923377518,0.0766979124,0.1504818909
23.5358040201,0.1934967845,0.1922520158,0.0766803746,0.1504092832
23.5917085427,0.1934137337,0.1921661359,0.0766629083,0.1503365773
23.6476130653,0.193330492,0.1920801133,0.0766455144,0.1502637747
23.7035175879,0.1932470595,0.1919939494,0.0766281943,0.150190877
23.7594221106,0.1931634361,0.1919076452,0.0766109489,0.1501178859
23.8153266332,0.1930796219,0.191821202,0.0765937796,0.1500448028
23.8712311558,0.1929956168,0.1917346211,0.0765766873,0.1499716295
23.9271356784,0.1929114211,0.1916479036,0.0765596734,0.1498983676
23.983040201,0.1928270347,0.1915610507,0.0765427389,0.1498250186
24.0389447236,0.1927424576,0.1914740637,0.0765258849,0.1497515843
24.0948492462,0.1926576899,0.1913869438,0.0765091127,0.1496780662
24.1507537688,0.1925727318,0.1912996922,0.0764924233,0.149604466
24.2066582915,0.1924875832,0.1912123101,0.076475818,0.1495307853
24.2625628141,0.1924022443,0.1911247987,0.0764592979,0.1494570259
24.3184673367,0.1923167152,0.1910371593,0.0764428641,0.1493831893
24.3743718593,0.1922309959,0.190949393,0.0764265177,0.1493092773
24.4302763819,0.1921450867,0.1908615011,0.07641026,0.1492352915
24.4861809045,0.1920589876,0.1907734848,0.076394092,0.1491612336
24.5420854271,0.1919726987,0.1906853452,0.0763780149,0.1490871053
24.5979899497,0.1918862203,0.1905970835,0.0763620298,0.1490129083
24.6538944724,0.1917995525,0.190508701,0.0763461379,0.1489386442
24.709798995,0.1917126954,0.1904201988,0.0763303403,0.1488643148
24.7657035176,0.1916256492,0.1903315781,0.0763146381,0.1487899217
24.8216080402,0.1915384141,0.1902428401,0.0762990325,0.1487154667
24.8775125628,0.1914509904,0.190153986,0.0762835246,0.1486409514
24.9334170854,0.1913633781,0.1900650168,0.0762681155,0.1485663776
24.989321608,0.1912755776,0.1899759338,0.0762528063,0.1484917469
25.0452261307,0.1911875891,0.1898867381,0.0762375982,0.1484170611
25.1011306533,0.1910994128,0.1897974309,0.0762224923,0.1483423218
25.1570351759,0.191011049,0.1897080132,0.0762074896,0.1482675308
25.2129396985,0.1909224979,0.1896184862,0.0761925914,0.1481926897
25.2688442211,0.1908337598,0.189528851,0.0761777987,0.1481178003
25.3247487437,0.190744835,0.1894391087,0.0761631126,0.1480428643
25.3806532663,0.1906557238,0.1893492605,0.0761485342,0.1479678833
25.4365577889,0.1905664266,0.1892593072,0.0761340646,0.1478928591
25.4924623116,0.1904769436,0.1891692502,0.0761197049,0.1478177933
25.5483668342,0.1903872752,0.1890790904,0.0761054561,0.1477426877
25.6042713568,0.1902974217,0.1889888288,0.0760913195,0.1476675439
25.6601758794,0.1902073836,0.1888984665,0.076077296,0.1475923636
25.716080402,0.1901171611,0.1888080045,0.0760633867,0.1475171485
25.7719849246,0.1900267547,0.1887174439,0.0760495927,0.1474419003
25.8278894472,0.1899361648,0.1886267856,0.0760359151,0.1473666206
25.8837939698,0.1898453918,0.1885360307,0.0760223548,0.1472913111
25.9396984925,0.1897544361,0.18844518,0.0760089131,0.1472159735
25.9956030151,0.1896632982,0.1883542346,0.0759955909,0.1471406094
26.0515075377,0.1895719785,0.1882631953,0.0759823892,0.1470652205
26.1074120603,0.1894804775,0.1881720632,0.0759693091,0.1469898084
26.1633165829,0.1893887958,0.1880808392,0.0759563517,0.1469143747
26.2192211055,0.1892969337,0.187989524,0.0759435179,0.1468389211
26.2751256281,0.1892048918,0.1878981187,0.0759308088,0.1467634492
26.3310301508,0.1891126707,0.1878066241,0.0759182254,0.1466879606
26.3869346734,0.1890202709,0.1877150411,0.0759057687,0.1466124569
26.442839196,0.188927693,0.1876233704,0.0758934398,0.1465369397
26.4987437186,0.1888349374,0.187531613,0.0758812395,0.1464614106
26.5546482412,0.1887420049,0.1874397695,0.0758691689,0.1463858712
26.6105527638,0.1886488961,0.1873478408,0.075857229,0.146310323
26.6664572864,0.1885556114,0.1872558277,0.0758454208,0.1462347676
26.722361809,0.1884621517,0.187163731,0.0758337451,0.1461592065
26.7782663317,0.1883685175,0.1870715512,0.0758222031,0.1460836412
26.8341708543,0.1882747095,0.1869792893,0.0758107956,0.1460080734
26.8900753769,0.1881807284,0.1868869458,0.0757995236,0.1459325044
26.9459798995,0.1880865749,0.1867945215,0.075788388,0.1458569359
27.0018844221,0.1879922498,0.1867020169,0.0757773897,0.1457813692
27.0577889447,0.1878977536,0.1866094328,0.0757665297,0.1457058059
27.1136934673,0.1878030873,0.1865167699,0.075755809,0.1456302474
27.1695979899,0.1877082515,0.1864240285,0.0757452283,0.1455546952
27.2255025126,0.1876132471,0.1863312095,0.0757347886,0.1454791507
27.2814070352,0.1875180748,0.1862383133,0.0757244908,0.1454036154
27.3373115578,0.1874227355,0.1861453405,0.0757143358,0.1453280906
27.3932160804,0.18732723,0.1860522917,0.0757043244,0.1452525777
27.449120603,0.1872315591,0.1859591673,0.0756944576,0.1451770781
27.5050251256,0.1871357238,0.1858659678,0.0756847361,0.1451015933
27.5609296482,0.1870397249,0.1857726937,0.0756751608,0.1450261244
27.6168341709,0.1869435632,0.1856793455,0.0756657326,0.144950673
27.6727386935,0.1868472398,0.1855859236,0.0756564523,0.1448752402
27.7286432161,0.1867507555,0.1854924285,0.0756473207,0.1447998275
27.7845477387,0.1866541114,0.1853988604,0.0756383385,0.144724436
27.8404522613,0.1865573083,0.1853052199,0.0756295068,0.1446490671
27.8963567839,0.1864603473,0.1852115072,0.0756208261,0.1445737221
27.9522613065,0.1863632294,0.1851177228,0.0756122973,0.1444984021
28.0081658291,0.1862659557,0.1850238668,0.0756039212,0.1444231085
28.0640703518,0.186168527,0.1849299397,0.0755956985,0.1443478423
28.1199748744,0.1860709446,0.1848359418,0.07558763,0.1442726049
28.175879397,0.1859732095,0.1847418732,0.0755797164,0.1441973974
28.2317839196,0.1858753227,0.1846477343,0.0755719585,0.1441222209
28.2876884422,0.1857772855,0.1845535252,0.0755643569,0.1440470767
28.3435929648,0.1856790989,0.1844592463,0.0755569124,0.1439719657
28.3994974874,0.1855807641,0.1843648977,0.0755496257,0.1438968893
28.4554020101,0.1854822822,0.1842704795,0.0755424975,0.1438218483
28.5113065327,0.1853836545,0.184175992,0.0755355285,0.143746844
28.5672110553,0.1852848822,0.1840814352,0.0755287192,0.1436718773
28.6231155779,0.1851859664,0.1839868094,0.0755220705,0.1435969494
28.6790201005,0.1850869084,0.1838921147,0.0755155829,0.1435220612
28.7349246231,0.1849877096,0.1837973511,0.075509257,0.1434472138
28.7908291457,0.1848883711,0.1837025187,0.0755030935,0.1433724081
28.8467336683,0.1847888942,0.1836076176,0.0754970931,0.1432976451
28.902638191,0.1846892803,0.1835126478,0.0754912562,0.1432229259
28.9585427136,0.1845895307,0.1834176095,0.0754855836,0.1431482513
29.0144472362,0.1844896468,0.1833225025,0.0754800757,0.1430736222
29.0703517588,0.1843896299,0.183227327,0.0754747331,0.1429990395
29.1262562814,0.1842894815,0.1831320829,0.0754695565,0.1429245043
29.182160804,0.1841892028,0.1830367703,0.0754645463,0.1428500172
29.2380653266,0.1840887954,0.182941389,0.075459703,0.1427755793
29.2939698492,0.1839882607,0.1828459391,0.0754550273,0.1427011912
29.3498743719,0.1838876002,0.1827504204,0.0754505196,0.1426268539
29.4057788945,0.1837868153,0.1826548331,0.0754461804,0.1425525682
29.4616834171,0.1836859076,0.1825591769,0.0754420101,0.1424783348
29.5175879397,0.1835848785,0.1824634518,0.0754380093,0.1424041546
29.5734924623,0.1834837295,0.1823676577,0.0754341785,0.1423300282
29.6293969849,0.1833824624,0.1822717945,0.075430518,0.1422559564
29.6853015075,0.1832810785,0.1821758621,0.0754270283,0.14218194
29.7412060302,0.1831795795,0.1820798604,0.0754237098,0.1421079797
29.7971105528,0.183077967,0.1819837893,0.075420563,0.1420340762
29.8530150754,0.1829762427,0.1818876487,0.0754175882,0.1419602301
29.908919598,0.1828744081,0.1817914383,0.0754147859,0.1418864422
29.9648241206,0.182772465,0.1816951581,0.0754121563,0.141812713
30.0207286432,0.1826704149,0.181598808,0.0754096999,0.1417390433
30.0766331658,0.1825682597,0.1815023878,0.075407417,0.1416654336
30.1325376884,0.1824660009,0.1814058972,0.075405308,0.1415918846
30.1884422111,0.1823636404,0.1813093363,0.0754033732,0.1415183968
30.2443467337,0.1822611799,0.1812127048,0.0754016128,0.1414449709
30.3002512563,0.1821586211,0.1811160026,0.0754000272,0.1413716075
30.3561557789,0.1820559658,0.1810192295,0.0753986167,0.141298307
30.4120603015,0.1819532158,0.1809223854,0.0753973815,0.1412250701
30.4679648241,0.181850373,0.1808254701,0.075396322,0.1411518973
30.5238693467,0.1817474391,0.1807284834,0.0753954383,0.1410787891
30.5797738693,0.181644416,0.1806314253,0.0753947307,0.1410057461
30.635678392,0.1815413056,0.1805342955,0.0753941994,0.1409327687
30.6915829146,0.1814381097,0.180437094,0.0753938446,0.1408598574
30.7474874372,0.1813348303,0.1803398205,0.0753936666,0.1407870129
30.8033919598,0.1812314692,0.180242475,0.0753936654,0.1407142354
30.8592964824,0.1811280283,0.1801450573,0.0753938414,0.1406415255
30.915201005,0.1810245097,0.1800475673,0.0753941945,0.1405688837
30.9711055276,0.1809209152,0.1799500049,0.0753947251,0.1404963104
31.0270100503,0.1808172468,0.17985237,0.0753954332,0.1404238061
31.0829145729,0.1807135065,0.1797546625,0.0753963189,0.1403513712
31.1388190955,0.1806096964,0.1796568823,0.0753973824,0.1402790061
31.1947236181,0.1805058183,0.1795590294,0.0753986237,0.1402067114
31.2506281407,0.1804018745,0.1794611036,0.0754000429,0.1401344873
31.3065326633,0.1802978668,0.179363105,0.0754016401,0.1400623343
31.3624371859,0.1801937973,0.1792650334,0.0754034154,0.1399902529
31.4183417085,0.1800896682,0.1791668889,0.0754053688,0.1399182435
31.4742462312,0.1799854815,0.1790686715,0.0754075003,0.1398463064
31.5301507538,0.1798812393,0.1789703812,0.07540981,0.1397744421
31.5860552764,0.1797769436,0.178872018,0.0754122978,0.139702651
31.641959799,0.1796725968,0.1787735819,0.0754149638,0.1396309335
31.6978643216,0.1795682007,0.178675073,0.0754178079,0.13955929
31.7537688442,0.1794637577,0.1785764915,0.0754208301,0.1394877209
31.8096733668,0.1793592699,0.1784778373,0.0754240303,0.1394162266
31.8655778894,0.1792547394,0.1783791106,0.0754274086,0.1393448075
31.9214824121,0.1791501684,0.1782803116,0.0754309648,0.139273464
31.9773869347,0.1790455591,0.1781814404,0.0754346989,0.1392021965
32.0332914573,0.1789409138,0.1780824973,0.0754386107,0.1391310055
32.0891959799,0.1788362346,0.1779834823,0.0754427002,0.1390598914
32.1451005025,0.1787315238,0.1778843958,0.0754469672,0.1389888545
32.2010050251,0.1786267835,0.1777852381,0.0754514117,0.1389178953
32.2569095477,0.1785220162,0.1776860093,0.0754560334,0.1388470142
32.3128140704,0.1784172239,0.1775867099,0.0754608323,0.1387762117
32.368718593,0.178312409,0.1774873402,0.0754658081,0.1387054882
32.4246231156,0.1782075738,0.1773879004,0.0754709606,0.1386348442
32.4805276382,0.1781027204,0.1772883912,0.0754762898,0.13856428
32.5364321608,0.1779978514,0.1771888128,0.0754817954,0.1384937963
32.5923366834,0.1778929688,0.1770891657,0.0754874771,0.1384233934
32.648241206,0.1777880751,0.1769894504,0.0754933348,0.1383530718
32.7041457286,0.1776831725,0.1768896675,0.0754993683,0.1382828321
32.7600502513,0.1775782635,0.1767898175,0.0755055772,0.1382126747
32.8159547739,0.1774733502,0.176689901,0.0755119613,0.1381426002
32.8718592965,0.1773684351,0.1765899186,0.0755185204,0.138072609
32.9277638191,0.1772635205,0.1764898709,0.0755252542,0.1380027018
32.9836683417,0.1771586088,0.1763897587,0.0755321623,0.1379328791
33.0395728643,0.1770537022,0.1762895828,0.0755392445,0.1378631415
33.0954773869,0.1769488032,0.1761893437,0.0755465005,0.1377934895
33.1513819095,0.1768439142,0.1760890424,0.07555393,0.1377239237
33.2072864322,0.1767390375,0.1759886798,0.0755615325,0.1376544448
33.2631909548,0.1766341755,0.1758882565,0.0755693078,0.1375850535
33.3190954774,0.1765293306,0.1757877737,0.0755772556,0.1375157502
33.375,0.1764245051,0.1756872322,0.0755853753,0.1374465359
33.4309045226,0.1763197015,0.1755866331,0.0755936668,0.137377411
33.4868090452,0.1762149221,0.1754859773,0.0756021295,0.1373083764
33.5427135678,0.1761101694,0.175385266,0.0756107631,0.1372394328
33.5986180905,0.1760054457,0.1752845002,0.0756195673,0.1371705808
33.6545226131,0.1759007535,0.1751836811,0.0756285414,0.1371018214
33.7104271357,0.1757960952,0.1750828099,0.0756376853,0.1370331553
33.7663316583,0.175691473,0.1749818879,0.0756469983,0.1369645833
33.8222361809,0.1755868896,0.1748809163,0.0756564801,0.1368961062
33.8781407035,0.1754823472,0.1747798964,0.0756661302,0.1368277249
33.9340452261,0.1753778484,0.1746788297,0.0756759482,0.1367594404
33.9899497487,0.1752733954,0.1745777175,0.0756859335,0.1366912535
34.0458542714,0.1751689907,0.1744765613,0.0756960858,0.1366231651
34.101758794,0.1750646367,0.1743753625,0.0757064044,0.1365551763
34.1576633166,0.1749603359,0.1742741228,0.075716889,0.136487288
34.2135678392,0.1748560906,0.1741728437,0.0757275389,0.1364195013
34.2694723618,0.1747519032,0.1740715268,0.0757383537,0.1363518171
34.3253768844,0.1746477762,0.1739701738,0.075749333,0.1362842367
34.381281407,0.1745437119,0.1738687864,0.075760476,0.136216761
34.4371859296,0.1744397127,0.1737673664,0.0757717823,0.1361493913
34.4930904523,0.1743357811,0.1736659156,0.0757832514,0.1360821286
34.5489949749,0.1742319194,0.1735644358,0.0757948827,0.1360149743
34.6048994975,0.1741281301,0.1734629289,0.0758066755,0.1359479294
34.6608040201,0.1740244154,0.1733613969,0.0758186295,0.1358809953
34.7167085427,0.1739207779,0.1732598417,0.0758307439,0.1358141734
34.7726130653,0.1738172198,0.1731582654,0.0758430182,0.1357474648
34.8285175879,0.1737137436,0.1730566701,0.0758554519,0.1356808709
34.8844221106,0.1736103516,0.1729550578,0.0758680442,0.1356143932
34.9403266332,0.1735070462,0.1728534307,0.0758807946,0.1355480331
34.9962311558,0.1734038298,0.172751791,0.0758937025,0.135481792
35.0521356784,0.1733007046,0.172650141,0.0759067673,0.1354156714
35.108040201,0.1731976731,0.1725484829,0.0759199883,0.1353496729
35.1639447236,0.1730947376,0.1724468191,0.075933365,0.135283798
35.2198492462,0.1729919004,0.1723451519,0.0759468966,0.1352180483
35.2757537688,0.1728891638,0.1722434838,0.0759605825,0.1351524254
35.3316582915,0.1727865302,0.1721418172,0.0759744222,0.135086931
35.3875628141,0.1726840019,0.1720401545,0.0759884149,0.1350215669
35.4434673367,0.1725815812,0.1719384985,0.07600256,0.1349563347
35.4993718593,0.1724792703,0.1718368515,0.0760168568,0.1348912363
35.5552763819,0.1723770716,0.1717352163,0.0760313046,0.1348262734
35.6111809045,0.1722749874,0.1716335954,0.0760459028,0.1347614479
35.6670854271,0.1721730198,0.1715319917,0.0760606507,0.1346967617
35.7229899497,0.1720711712,0.1714304077,0.0760755477,0.1346322167
35.7788944724,0.1719694438,0.1713288463,0.076090593,0.1345678149
35.834798995,0.1718678399,0.1712273103,0.0761057859,0.1345035583
35.8907035176,0.1717663616,0.1711258025,0.0761211258,0.1344394489
35.9466080402,0.1716650113,0.1710243259,0.0761366119,0.1343754888
36.0025125628,0.1715637911,0.1709228832,0.0761522436,0.1343116802
36.0584170854,0.1714627031,0.1708214775,0.0761680202,0.1342480251
36.114321608,0.1713617497,0.1707201117,0.0761839409,0.1341845258
36.1702261307,0.1712609329,0.1706187888,0.0762000051,0.1341211844
36.2261306533,0.1711602549,0.1705175119,0.076216212,0.1340580034
36.2820351759,0.171059718,0.170416284,0.0762325609,0.1339949849
36.3379396985,0.1709593241,0.1703151083,0.0762490511,0.1339321313
36.3938442211,0.1708590754,0.1702139879,0.0762656819,0.133869445
36.4497487437,0.1707589742,0.1701129259,0.0762824526,0.1338069285
36.5056532663,0.1706590223,0.1700119255,0.0762993624,0.133744584
36.5615577889,0.170559222,0.1699109899,0.0763164106,0.1336824143
36.6174623116,0.1704595754,0.1698101224,0.0763335965,0.1336204217
36.6733668342,0.1703600844,0.1697093262,0.0763509194,0.1335586089
36.7292713568,0.1702607511,0.1696086045,0.0763683785,0.1334969784
36.7851758794,0.1701615776,0.1695079608,0.0763859732,0.1334355329
36.841080402,0.1700625658,0.1694073982,0.0764037027,0.1333742751
36.8969849246,0.1699637179,0.1693069202,0.0764215662,0.1333132076
36.9528894472,0.1698650357,0.1692065301,0.076439563,0.1332523333
37.0087939698,0.1697665212,0.1691062313,0.0764576925,0.1331916549
37.0646984925,0.1696681765,0.1690060271,0.0764759538,0.1331311751
37.1206030151,0.1695700034,0.168905921,0.0764943463,0.133070897
37.1765075377,0.169472004,0.1688059164,0.0765128692,0.1330108232
37.2324120603,0.16937418,0.1687060168,0.0765315218,0.1329509569
37.2883165829,0.1692765335,0.1686062255,0.0765503034,0.1328913008
37.3442211055,0.1691790663,0.1685065459,0.0765692132,0.132831858
37.4001256281,0.1690817803,0.1684069817,0.0765882506,0.1327726315
37.4560301508,0.1689846773,0.1683075362,0.0766074148,0.1327136244
37.5119346734,0.1688877592,0.1682082129,0.0766267051,0.1326548397
37.567839196,0.1687910278,0.1681090154,0.0766461208,0.1325962804
37.6237437186,0.1686944849,0.1680099469,0.0766656611,0.1325379499
37.6796482412,0.1685981324,0.1679110112,0.0766853254,0.1324798511
37.7355527638,0.168501972,0.1678122115,0.076705113,0.1324219873
37.7914572864,0.1684060054,0.1677135515,0.0767250231,0.1323643618
37.847361809,0.1683102345,0.1676150346,0.076745055,0.1323069777
37.9032663317,0.168214661,0.1675166642,0.0767652081,0.1322498383
37.9591708543,0.1681192865,0.167418444,0.0767854816,0.132192947
38.0150753769,0.1680241129,0.1673203772,0.076805875,0.132136307
38.0709798995,0.1679291417,0.1672224674,0.0768263873,0.1320799216
38.1268844221,0.1678343746,0.167124718,0.0768470181,0.1320237943
38.1827889447,0.1677398134,0.1670271326,0.0768677666,0.1319679285
38.2386934673,0.1676454597,0.1669297144,0.0768886322,0.1319123274
38.2945979899,0.167551315,0.166832467,0.0769096141,0.1318569947
38.3505025126,0.167457381,0.1667353936,0.0769307117,0.1318019336
38.4064070352,0.1673636593,0.1666384979,0.0769519245,0.1317471478
38.4623115578,0.1672701515,0.166541783,0.0769732516,0.1316926406
38.5182160804,0.1671768591,0.1664452524,0.0769946924,0.1316384155
38.574120603,0.1670837838,0.1663489094,0.0770162464,0.1315844761
38.6300251256,0.1669909269,0.1662527573,0.0770379129,0.131530826
38.6859296482,0.1668982901,0.1661567994,0.0770596913,0.1314774686
38.7418341709,0.1668058749,0.166061039,0.0770815809,0.1314244075
38.7977386935,0.1667136827,0.1659654794,0.0771035811,0.1313716462
38.8536432161,0.1666217151,0.1658701238,0.0771256913,0.1313191885
38.9095477387,0.1665299734,0.1657749754,0.077147911,0.1312670377
38.9654522613,0.1664384592,0.1656800374,0.0771702395,0.1312151976
39.0213567839,0.1663471739,0.1655853129,0.0771926763,0.1311636718
39.0772613065,0.1662561189,0.1654908051,0.0772152207,0.1311124638
39.1331658291,0.1661652955,0.165396517,0.0772378723,0.1310615772
39.1890703518,0.1660747053,0.1653024517,0.0772606304,0.1310110158
39.2449748744,0.1659843495,0.1652086123,0.0772834945,0.1309607831
39.300879397,0.1658942296,0.1651150017,0.0773064641,0.1309108827
39.3567839196,0.1658043469,0.165021623,0.0773295386,0.1308613183
39.4126884422,0.1657147027,0.164928479,0.0773527175,0.1308120935
39.4685929648,0.1656252984,0.1648355727,0.0773760004,0.130763212
39.5244974874,0.1655361352,0.1647429069,0.0773993866,0.1307146773
39.5804020101,0.1654472146,0.1646504845,0.0774228757,0.1306664931
39.6363065327,0.1653585377,0.1645583082,0.0774464673,0.1306186629
39.6922110553,0.1652701058,0.1644663809,0.0774701608,0.1305711905
39.7481155779,0.1651819203,0.1643747051,0.0774939558,0.1305240794
39.8040201005,0.1650939823,0.1642832837,0.0775178518,0.1304773333
39.8599246231,0.1650062932,0.1641921192,0.0775418485,0.1304309556
39.9158291457,0.1649188541,0.1641012142,0.0775659453,0.13038495
39.9717336683,0.1648316662,0.1640105714,0.0775901419,0.1303393201
40.027638191,0.1647447309,0.1639201932,0.0776144378,0.1302940694
40.0835427136,0.1646580492,0.163830082,0.0776388327,0.1302492015
40.1394472362,0.1645716224,0.1637402405,0.0776633263,0.1302047199
40.1953517588,0.1644854517,0.1636506708,0.077687918,0.1301606281
40.2512562814,0.1643995382,0.1635613755,0.0777126076,0.1301169297
40.307160804,0.1643138831,0.1634723568,0.0777373948,0.1300736281
40.3630653266,0.1642284876,0.1633836169,0.0777622791,0.1300307267
40.4189698492,0.1641433527,0.1632951582,0.0777872604,0.1299882291
40.4748743719,0.1640584797,0.1632069828,0.0778123382,0.1299461386
40.5307788945,0.1639738697,0.1631190928,0.0778375124,0.1299044588
40.5866834171,0.1638895237,0.1630314903,0.0778627826,0.1298631929
40.6425879397,0.163805443,0.1629441775,0.0778881486,0.1298223443
40.6984924623,0.1637216286,0.1628571563,0.0779136101,0.1297819164
40.7543969849,0.1636380816,0.1627704288,0.077939167,0.1297419126
40.8103015075,0.1635548032,0.1626839967,0.077964819,0.129702336
40.8662060302,0.1634717943,0.1625978622,0.0779905658,0.12966319
40.9221105528,0.1633890562,0.1625120269,0.0780164075,0.1296244778
40.9780150754,0.1633065899,0.1624264927,0.0780423437,0.1295862026
41.033919598,0.1632243964,0.1623412615,0.0780683743,0.1295483677
41.0898241206,0.1631424769,0.1622563349,0.0780944992,0.1295109761
41.1457286432,0.1630608323,0.1621717146,0.0781207183,0.1294740311
41.2016331658,0.1629794639,0.1620874023,0.0781470315,0.1294375357
41.2575376884,0.1628983725,0.1620033996,0.0781734387,0.1294014929
41.3134422111,0.1628175594,0.1619197081,0.0781999398,0.129365906
41.3693467337,0.1627370255,0.1618363294,0.0782265349,0.1293307777
41.4252512563,0.162656772,0.1617532649,0.0782532238,0.1292961112
41.4811557789,0.1625767998,0.1616705161,0.0782800066,0.1292619094
41.5370603015,0.16249711,0.1615880846,0.0783068832,0.1292281752
41.5929648241,0.1624177037,0.1615059716,0.0783338538,0.1291949114
41.6488693467,0.1623385819,0.1614241786,0.0783609183,0.1291621209
41.7047738693,0.1622597456,0.1613427069,0.0783880769,0.1291298066
41.760678392,0.162181196,0.1612615578,0.0784153296,0.1290979712
41.8165829146,0.1621029341,0.1611807327,0.0784426765,0.1290666175
41.8724874372,0.1620249609,0.1611002327,0.0784701177,0.1290357481
41.9283919598,0.1619472774,0.1610200592,0.0784976534,0.1290053657
41.9842964824,0.1618698849,0.1609402132,0.0785252838,0.1289754731
42.040201005,0.1617927842,0.160860696,0.0785530091,0.1289460727
42.0961055276,0.1617159764,0.1607815088,0.0785808294,0.1289171672
42.1520100503,0.1616394627,0.1607026527,0.078608745,0.128888759
42.2079145729,0.1615632441,0.1606241287,0.0786367562,0.1288608508
42.2638190955,0.1614873217,0.160545938,0.0786648632,0.1288334449
42.3197236181,0.1614116965,0.1604680816,0.0786930664,0.1288065438
42.3756281407,0.1613363697,0.1603905607,0.078721366,0.1287801499
42.4315326633,0.1612613422,0.1603133761,0.0787497623,0.1287542656
42.4874371859,0.1611866153,0.1602365291,0.0787782559,0.128728893
42.5433417085,0.16111219,0.1601600204,0.078806847,0.1287040347
42.5992462312,0.1610380674,0.1600838513,0.078835536,0.1286796927
42.6551507538,0.1609642486,0.1600080225,0.0788643235,0.1286558694
42.7110552764,0.1608907348,0.1599325352,0.0788932098,0.1286325669
42.766959799,0.160817527,0.1598573902,0.0789221955,0.1286097874
42.8228643216,0.1607446265,0.1597825886,0.078951281,0.1285875329
42.8787688442,0.1606720343,0.1597081312,0.078980467,0.1285658057
42.9346733668,0.1605997517,0.1596340191,0.0790097539,0.1285446076
42.9905778894,0.1605277797,0.1595602531,0.0790391424,0.1285239409
43.0464824121,0.1604561195,0.1594868343,0.079068633,0.1285038073
43.1023869347,0.1603847724,0.1594137635,0.0790982264,0.1284842091
43.1582914573,0.1603137396,0.1593410417,0.0791279233,0.1284651479
43.2141959799,0.1602430221,0.1592686699,0.0791577244,0.1284466259
43.2701005025,0.1601726213,0.159196649,0.0791876304,0.1284286447
43.3260050251,0.1601025384,0.15912498,0.079217642,0.1284112064
43.3819095477,0.1600327746,0.1590536638,0.07924776,0.1283943127
43.4378140704,0.1599633312,0.1589827014,0.0792779853,0.1283779653
43.493718593,0.1598942094,0.1589120939,0.0793083186,0.1283621662
43.5496231156,0.1598254105,0.1588418422,0.0793387609,0.128346917
43.6055276382,0.1597569359,0.1587719473,0.0793693129,0.1283322195
43.6614321608,0.1596887867,0.1587024103,0.0793999757,0.1283180753
43.7173366834,0.1596209645,0.1586332322,0.0794307502,0.1283044861
43.773241206,0.1595534704,0.1585644142,0.0794616373,0.1282914536
43.8291457286,0.1594863058,0.1584959572,0.0794926382,0.1282789795
43.8850502513,0.1594194722,0.1584278624,0.0795237537,0.1282670653
43.9409547739,0.1593529709,0.158360131,0.0795549851,0.1282557127
43.9968592965,0.1592868033,0.1582927641,0.0795863333,0.1282449233
44.0527638191,0.1592209708,0.1582257629,0.0796177996,0.1282346985
44.1086683417,0.1591554749,0.1581591286,0.0796493852,0.1282250401
44.1645728643,0.1590903171,0.1580928624,0.0796810911,0.1282159495
44.2204773869,0.1590254987,0.1580269657,0.0797129187,0.1282074283
44.2763819095,0.1589610214,0.1579614398,0.0797448692,0.128199478
44.3322864322,0.1588968866,0.157896286,0.079776944,0.1281921
44.3881909548,0.1588330958,0.1578315056,0.0798091443,0.1281852961
44.4440954774,0.1587696506,0.1577671002,0.0798414715,0.1281790675
44.5,0.1587065527,0.1577030712,0.0798739271,0.1281734159
44.5559045226,0.1586438035,0.1576394201,0.0799065125,0.1281683427
44.6118090452,0.1585814048,0.1575761483,0.0799392291,0.1281638494
44.6677135678,0.1585193581,0.1575132576,0.0799720785,0.1281599376
