Thetas,B2_hollow_5layers_80nm,B2_hollow_10layers_100nm,B2_full_10layers_80nm,B2_hollow_10layers_70-80-60-80nm
67.2531407035,0.2319307577,0.231232099,0.1599562711,0.2335260092
67.3090452261,0.2326100116,0.2319256764,0.1605070946,0.2342170317
67.3649497487,0.2332928329,0.2326230734,0.1610609139,0.2349105036
67.4208542714,0.2339792232,0.233324281,0.1616177439,0.2356064276
67.476758794,0.2346691839,0.2340292904,0.1621775996,0.2363048066
67.5326633166,0.2353627165,0.2347380927,0.1627404962,0.2370056439
67.5885678392,0.2360598221,0.2354506788,0.163306449,0.2377089426
67.6444723618,0.2367605023,0.23616704,0.1638754733,0.2384147063
67.7003768844,0.2374647583,0.236887167,0.1644475847,0.2391229384
67.756281407,0.2381725912,0.2376110511,0.1650227985,0.2398336427
67.8121859296,0.2388840023,0.2383386832,0.1656011306,0.2405468231
67.8680904523,0.2395989929,0.2390700544,0.1661825965,0.2412624837
67.9239949749,0.2403175639,0.2398051558,0.1667672121,0.2419806287
67.9798994975,0.2410397167,0.2405439786,0.1673549934,0.2427012623
68.0358040201,0.2417654522,0.241286514,0.1679459564,0.2434243892
68.0917085427,0.2424947717,0.2420327531,0.1685401171,0.244150014
68.1476130653,0.2432276761,0.2427826875,0.1691374919,0.2448781416
68.2035175879,0.2439641665,0.2435363085,0.169738097,0.245608777
68.2594221106,0.2447042441,0.2442936076,0.1703419489,0.2463419254
68.3153266332,0.2454479099,0.2450545764,0.170949064,0.2470775921
68.3712311558,0.2461951649,0.2458192066,0.1715594591,0.2478157825
68.4271356784,0.2469460103,0.2465874902,0.1721731507,0.2485565025
68.483040201,0.2477004471,0.2473594189,0.1727901558,0.2492997578
68.5389447236,0.2484584764,0.248134985,0.1734104913,0.2500455545
68.5948492462,0.2492200994,0.2489141806,0.1740341741,0.2507938987
68.6507537688,0.2499853171,0.249696998,0.1746612215,0.2515447967
68.7066582915,0.2507541307,0.2504834298,0.1752916506,0.2522982552
68.7625628141,0.2515265414,0.2512734686,0.1759254788,0.2530542807
68.8184673367,0.2523025504,0.2520671072,0.1765627236,0.2538128802
68.8743718593,0.2530821588,0.2528643387,0.1772034025,0.2545740607
68.9302763819,0.2538653681,0.253665156,0.1778475331,0.2553378295
68.9861809045,0.2546521794,0.2544695527,0.1784951333,0.2561041938
69.0420854271,0.2554425941,0.2552775221,0.1791462209,0.2568731613
69.0979899497,0.2562366137,0.256089058,0.1798008139,0.2576447397
69.1538944724,0.2570342394,0.2569041542,0.1804589304,0.258418937
69.209798995,0.2578354729,0.2577228049,0.1811205886,0.2591957612
69.2657035176,0.2586403157,0.2585450042,0.1817858068,0.2599752207
69.3216080402,0.2594487693,0.2593707467,0.1824546034,0.2607573238
69.3775125628,0.2602608354,0.260200027,0.183126997,0.2615420793
69.4334170854,0.2610765157,0.26103284,0.1838030063,0.2623294959
69.489321608,0.261895812,0.2618691809,0.18448265,0.2631195827
69.5452261307,0.2627187261,0.2627090449,0.185165947,0.2639123489
69.6011306533,0.26354526,0.2635524276,0.1858529163,0.2647078038
69.6570351759,0.2643754157,0.2643993247,0.1865435769,0.265505957
69.7129396985,0.2652091952,0.2652497324,0.1872379483,0.2663068182
69.7688442211,0.2660466006,0.2661036467,0.1879360496,0.2671103973
69.8247487437,0.2668876343,0.2669610641,0.1886379004,0.2679167046
69.8806532663,0.2677322984,0.2678219813,0.1893435202,0.2687257503
69.9365577889,0.2685805955,0.2686863953,0.1900529288,0.2695375448
69.9924623116,0.269432528,0.2695543032,0.190766146,0.270352099
70.0483668342,0.2702880986,0.2704257024,0.1914831917,0.2711694236
70.1042713568,0.2711473098,0.2713005906,0.1922040861,0.2719895297
70.1601758794,0.2720101646,0.2721789656,0.1929288493,0.2728124286
70.216080402,0.2728766657,0.2730608256,0.1936575016,0.2736381318
70.2719849246,0.2737468162,0.273946169,0.1943900635,0.2744666508
70.3278894472,0.2746206192,0.2748349943,0.1951265555,0.2752979976
70.3837939698,0.2754980779,0.2757273006,0.1958669984,0.2761321841
70.4396984925,0.2763791957,0.276623087,0.196611413,0.2769692226
70.4956030151,0.2772639759,0.2775223528,0.1973598203,0.2778091256
70.5515075377,0.2781524221,0.2784250977,0.1981122413,0.2786519055
70.6074120603,0.279044538,0.2793313215,0.1988686972,0.2794975754
70.6633165829,0.2799403275,0.2802410246,0.1996292095,0.2803461481
70.7192211055,0.2808397944,0.2811542072,0.2003937995,0.2811976369
70.7751256281,0.2817429428,0.2820708702,0.201162489,0.2820520553
70.8310301508,0.2826497769,0.2829910143,0.2019352996,0.2829094168
70.8869346734,0.283560301,0.2839146409,0.2027122532,0.2837697352
70.942839196,0.2844745196,0.2848417514,0.2034933719,0.2846330246
70.9987437186,0.2853924372,0.2857723475,0.2042786778,0.2854992993
71.0546482412,0.2863140585,0.2867064312,0.2050681932,0.2863685736
71.1105527638,0.2872393886,0.2876440048,0.2058619405,0.2872408622
71.1664572864,0.2881684323,0.2885850708,0.2066599424,0.2881161799
71.222361809,0.2891011948,0.289529632,0.2074622215,0.2889945418
71.2782663317,0.2900376815,0.2904776914,0.2082688007,0.289875963
71.3341708543,0.2909778977,0.2914292524,0.2090797029,0.2907604592
71.3900753769,0.2919218492,0.2923843185,0.2098949515,0.2916480459
71.4459798995,0.2928695417,0.2933428936,0.2107145695,0.292538739
71.5018844221,0.2938209811,0.2943049818,0.2115385805,0.2934325546
71.5577889447,0.2947761734,0.2952705875,0.2123670081,0.294329509
71.6136934673,0.2957351251,0.2962397153,0.213199876,0.2952296188
71.6695979899,0.2966978423,0.2972123702,0.214037208,0.2961329005
71.7255025126,0.2976643318,0.2981885573,0.2148790282,0.2970393712
71.7814070352,0.2986346003,0.2991682821,0.2157253608,0.297949048
71.8373115578,0.2996086546,0.3001515504,0.2165762301,0.2988619482
71.8932160804,0.3005865019,0.301138368,0.2174316606,0.2997780894
71.949120603,0.3015681494,0.3021287413,0.2182916769,0.3006974894
72.0050251256,0.3025536045,0.3031226768,0.2191563039,0.3016201662
72.0609296482,0.3035428749,0.3041201813,0.2200255665,0.302546138
72.1168341709,0.3045359684,0.3051212619,0.2208994898,0.3034754233
72.1727386935,0.3055328928,0.3061259258,0.2217780991,0.3044080406
72.2286432161,0.3065336564,0.3071341808,0.2226614199,0.3053440089
72.2845477387,0.3075382674,0.3081460346,0.2235494776,0.3062833472
72.3404522613,0.3085467345,0.3091614954,0.2244422981,0.3072260749
72.3963567839,0.3095590662,0.3101805716,0.2253399074,0.3081722115
72.4522613065,0.3105752716,0.3112032719,0.2262423314,0.3091217766
72.5081658291,0.3115953596,0.3122296053,0.2271495964,0.3100747904
72.5640703518,0.3126193397,0.3132595809,0.2280617289,0.3110312729
72.6199748744,0.3136472211,0.3142932082,0.2289787555,0.3119912446
72.675879397,0.3146790137,0.3153304971,0.2299007029,0.3129547261
72.7317839196,0.3157147273,0.3163714574,0.230827598,0.3139217383
72.7876884422,0.3167543719,0.3174160996,0.2317594679,0.3148923022
72.8435929648,0.3177979578,0.3184644342,0.23269634,0.3158664392
72.8994974874,0.3188454956,0.3195164721,0.2336382417,0.3168441708
72.9554020101,0.3198969958,0.3205722242,0.2345852005,0.3178255188
73.0113065327,0.3209524695,0.3216317021,0.2355372443,0.3188105051
73.0672110553,0.3220119275,0.3226949173,0.2364944011,0.3197991519
73.1231155779,0.3230753814,0.3237618818,0.2374566991,0.3207914818
73.1790201005,0.3241428425,0.3248326077,0.2384241665,0.3217875173
73.2349246231,0.3252143227,0.3259071076,0.239396832,0.3227872814
73.2908291457,0.3262898338,0.3269853941,0.2403747241,0.3237907972
73.3467336683,0.3273693881,0.3280674803,0.2413578719,0.3247980881
73.402638191,0.3284529978,0.3291533794,0.2423463044,0.3258091776
73.4585427136,0.3295406757,0.3302431049,0.2433400508,0.3268240896
73.5144472362,0.3306324345,0.3313366707,0.2443391406,0.3278428481
73.5703517588,0.3317282872,0.3324340909,0.2453436035,0.3288654774
73.6262562814,0.3328282472,0.3335353799,0.2463534693,0.3298920021
73.682160804,0.3339323279,0.3346405522,0.247368768,0.3309224469
73.7380653266,0.335040543,0.3357496227,0.2483895299,0.3319568368
73.7939698492,0.3361529065,0.3368626067,0.2494157854,0.3329951969
73.8498743719,0.3372694326,0.3379795196,0.250447565,0.3340375529
73.9057788945,0.3383901357,0.3391003772,0.2514848997,0.3350839303
73.9616834171,0.3395150304,0.3402251953,0.2525278204,0.3361343551
74.0175879397,0.3406441316,0.3413539904,0.2535763583,0.3371888536
74.0734924623,0.3417774544,0.3424867789,0.2546305449,0.3382474519
74.1293969849,0.3429150141,0.3436235777,0.2556904118,0.339310177
74.1853015075,0.3440568264,0.3447644039,0.2567559908,0.3403770555
74.2412060302,0.3452029072,0.3459092749,0.2578273139,0.3414481147
74.2971105528,0.3463532723,0.3470582083,0.2589044135,0.3425233819
74.3530150754,0.3475079383,0.348211222,0.2599873219,0.3436028847
74.408919598,0.3486669216,0.3493683344,0.2610760718,0.344686651
74.4648241206,0.3498302391,0.3505295637,0.2621706962,0.3457747089
74.5207286432,0.3509979079,0.3516949289,0.263271228,0.3468670866
74.5766331658,0.3521699451,0.352864449,0.2643777007,0.3479638128
74.6325376884,0.3533463685,0.3540381434,0.2654901477,0.3490649163
74.6884422111,0.3545271958,0.3552160315,0.2666086028,0.3501704262
74.7443467337,0.3557124451,0.3563981333,0.2677330999,0.3512803717
74.8002512563,0.3569021347,0.3575844691,0.2688636733,0.3523947824
74.8561557789,0.3580962832,0.3587750592,0.2700003573,0.3535136881
74.9120603015,0.3592949094,0.3599699244,0.2711431866,0.3546371189
74.9679648241,0.3604980326,0.3611690858,0.2722921961,0.3557651051
75.0238693467,0.3617056719,0.3623725646,0.2734474208,0.3568976771
75.0797738693,0.3629178471,0.3635803824,0.2746088961,0.3580348658
75.135678392,0.3641345781,0.3647925612,0.2757766576,0.3591767022
75.1915829146,0.365355885,0.366009123,0.2769507409,0.3603232176
75.2474874372,0.3665817882,0.3672300905,0.2781311822,0.3614744436
75.3033919598,0.3678123085,0.3684554863,0.2793180177,0.3626304118
75.3592964824,0.3690474669,0.3696853335,0.2805112838,0.3637911545
75.415201005,0.3702872845,0.3709196554,0.2817110175,0.3649567038
75.4711055276,0.371531783,0.3721584756,0.2829172555,0.3661270923
75.5270100503,0.3727809841,0.3734018181,0.2841300351,0.3673023528
75.5829145729,0.3740349098,0.3746497071,0.2853493939,0.3684825183
75.6388190955,0.3752935827,0.3759021671,0.2865753694,0.3696676221
75.6947236181,0.3765570252,0.377159223,0.2878079997,0.3708576979
75.7506281407,0.3778252604,0.3784208997,0.289047323,0.3720527794
75.8065326633,0.3790983115,0.3796872229,0.2902933778,0.3732529007
75.8624371859,0.3803762019,0.380958218,0.2915462027,0.3744580961
75.9183417085,0.3816589554,0.3822339113,0.2928058367,0.3756684002
75.9742462312,0.3829465961,0.3835143289,0.294072319,0.3768838479
76.0301507538,0.3842391484,0.3847994976,0.2953456893,0.3781044742
76.0860552764,0.385536637,0.3860894442,0.296625987,0.3793303146
76.141959799,0.3868390868,0.3873841959,0.2979132524,0.3805614046
76.1978643216,0.388146523,0.3886837804,0.2992075257,0.3817977801
76.2537688442,0.3894589713,0.3899882254,0.3005088473,0.3830394774
76.3096733668,0.3907764574,0.3912975591,0.3018172582,0.3842865328
76.3655778894,0.3920990076,0.3926118101,0.3031327993,0.3855389829
76.4214824121,0.3934266483,0.393931007,0.3044555121,0.3867968648
76.4773869347,0.3947594062,0.3952551791,0.3057854381,0.3880602157
76.5332914573,0.3960973085,0.3965843556,0.3071226193,0.3893290729
76.5891959799,0.3974403826,0.3979185664,0.3084670978,0.3906034744
76.6451005025,0.3987886561,0.3992578415,0.3098189161,0.391883458
76.7010050251,0.400142157,0.4006022113,0.3111781168,0.3931690621
76.7569095477,0.4015009137,0.4019517065,0.3125447431,0.3944603253
76.8128140704,0.4028649549,0.4033063582,0.3139188382,0.3957572863
76.868718593,0.4042343095,0.4046661976,0.3153004457,0.3970599843
76.9246231156,0.4056090068,0.4060312565,0.3166896095,0.3983684586
76.9805276382,0.4069890763,0.4074015669,0.3180863738,0.399682749
77.0364321608,0.4083745482,0.4087771611,0.3194907829,0.4010028952
77.0923366834,0.4097654525,0.4101580718,0.3209028817,0.4023289376
77.148241206,0.41116182,0.411544332,0.3223227153,0.4036609166
77.2041457286,0.4125636815,0.4129359752,0.3237503288,0.404998873
77.2600502513,0.4139710684,0.4143330349,0.3251857681,0.4063428478
77.3159547739,0.4153840121,0.4157355452,0.3266290791,0.4076928824
77.3718592965,0.4168025447,0.4171435405,0.328080308,0.4090490184
77.4277638191,0.4182266985,0.4185570556,0.3295395014,0.4104112976
77.4836683417,0.419656506,0.4199761254,0.3310067062,0.4117797623
77.5395728643,0.4210920002,0.4214007854,0.3324819695,0.4131544549
77.5954773869,0.4225332145,0.4228310713,0.3339653389,0.4145354182
77.6513819095,0.4239801825,0.4242670194,0.3354568622,0.4159226952
77.7072864322,0.4254329382,0.425708666,0.3369565875,0.4173163294
77.7631909548,0.426891516,0.4271560481,0.3384645632,0.4187163642
77.8190954774,0.4283559506,0.4286092028,0.3399808382,0.4201228437
77.875,0.4298262772,0.4300681676,0.3415054616,0.4215358122
77.9309045226,0.4313025311,0.4315329805,0.3430384828,0.422955314
77.9868090452,0.4327847482,0.4330036799,0.3445799515,0.4243813941
78.0427135678,0.4342729646,0.4344803042,0.3461299178,0.4258140976
78.0986180905,0.4357672169,0.4359628927,0.3476884323,0.4272534699
78.1545226131,0.4372675421,0.4374514847,0.3492555455,0.4286995567
78.2104271357,0.4387739774,0.4389461199,0.3508313087,0.4301524042
78.2663316583,0.4402865604,0.4404468386,0.3524157733,0.4316120587
78.3222361809,0.4418053294,0.4419536812,0.354008991,0.4330785668
78.3781407035,0.4433303225,0.4434666888,0.355611014,0.4345519755
78.4340452261,0.4448615788,0.4449859026,0.3572218948,0.4360323322
78.4899497487,0.4463991373,0.4465113644,0.3588416863,0.4375196844
78.5458542714,0.4479430378,0.4480431162,0.3604704415,0.43901408
78.601758794,0.44949332,0.4495812005,0.3621082141,0.4405155674
78.6576633166,0.4510500246,0.4511256603,0.3637550579,0.4420241951
78.7135678392,0.4526131922,0.4526765387,0.3654110272,0.443540012
78.7694723618,0.4541828639,0.4542338796,0.3670761766,0.4450630674
78.8253768844,0.4557590815,0.455797727,0.3687505612,0.4465934107
78.881281407,0.4573418869,0.4573681255,0.3704342362,0.448131092
78.9371859296,0.4589313224,0.4589451198,0.3721272575,0.4496761614
78.9930904523,0.4605274309,0.4605287555,0.373829681,0.4512286694
79.0489949749,0.4621302557,0.4621190782,0.3755415634,0.4527886671
79.1048994975,0.4637398404,0.4637161341,0.3772629615,0.4543562056
79.1608040201,0.465356229,0.4653199699,0.3789939324,0.4559313366
79.2167085427,0.4669794661,0.4669306325,0.3807345339,0.4575141119
79.2726130653,0.4686095966,0.4685481695,0.382484824,0.4591045839
79.3285175879,0.4702466658,0.4701726286,0.384244861,0.4607028052
79.3844221106,0.4718907196,0.4718040583,0.3860147038,0.4623088289
79.4403266332,0.4735418041,0.4734425073,0.3877944115,0.4639227082
79.4962311558,0.4751999661,0.4750880249,0.3895840439,0.4655444968
79.5521356784,0.4768652527,0.4767406606,0.3913836608,0.467174249
79.608040201,0.4785377114,0.4784004647,0.3931933226,0.468812019
79.6639447236,0.4802173903,0.4800674877,0.3950130903,0.4704578618
79.7198492462,0.4819043378,0.4817417805,0.396843025,0.4721118325
79.7757537688,0.4835986029,0.4834233948,0.3986831883,0.4737739867
79.8316582915,0.485300235,0.4851123825,0.4005336423,0.4754443803
79.8875628141,0.487009284,0.4868087959,0.4023944495,0.4771230697
79.9434673367,0.4887258002,0.488512688,0.4042656728,0.4788101116
79.9993718593,0.4904498343,0.4902241121,0.4061473755,0.480505563
80.0552763819,0.4921814378,0.4919431222,0.4080396214,0.4822094815
80.1111809045,0.4939206623,0.4936697725,0.4099424747,0.4839219249
80.1670854271,0.4956675602,0.4954041178,0.4118559999,0.4856429516
80.2229899497,0.4974221842,0.4971462136,0.4137802622,0.4873726202
80.2788944724,0.4991845874,0.4988961156,0.4157153271,0.4891109899
80.334798995,0.5009548238,0.50065388,0.4176612605,0.4908581201
80.3907035176,0.5027329475,0.5024195638,0.4196181288,0.4926140707
80.4466080402,0.5045190132,0.5041932243,0.4215859989,0.4943789021
80.5025125628,0.5063130763,0.5059749193,0.4235649381,0.4961526751
80.5584170854,0.5081151925,0.5077647071,0.4255550142,0.4979354508
80.614321608,0.509925418,0.5095626467,0.4275562955,0.4997272908
80.6702261307,0.5117438098,0.5113687974,0.4295688505,0.5015282572
80.7261306533,0.5135704252,0.5131832193,0.4315927486,0.5033384125
80.7820351759,0.515405322,0.5150059726,0.4336280593,0.5051578195
80.8379396985,0.5172485587,0.5168371186,0.4356748529,0.5069865417
80.8938442211,0.5191001942,0.5186767186,0.4377331998,0.5088246428
80.9497487437,0.5209602881,0.5205248349,0.4398031713,0.5106721871
81.0056532663,0.5228289003,0.52238153,0.4418848389,0.5125292393
81.0615577889,0.5247060916,0.5242468673,0.4439782746,0.5143958646
81.1174623116,0.5265919231,0.5261209104,0.4460835512,0.5162721287
81.1733668342,0.5284864564,0.5280037238,0.4482007416,0.5181580976
81.2292713568,0.530389754,0.5298953723,0.4503299194,0.520053838
81.2851758794,0.5323018788,0.5317959214,0.4524711588,0.521959417
81.341080402,0.5342228941,0.5337054373,0.4546245344,0.5238749019
81.3969849246,0.5361528641,0.5356239866,0.4567901212,0.5258003611
81.4528894472,0.5380918535,0.5375516365,0.4589679951,0.5277358628
81.5087939698,0.5400399273,0.539488455,0.461158232,0.5296814763
81.5646984925,0.5419971516,0.5414345105,0.4633609088,0.5316372709
81.6206030151,0.5439635928,0.5433898721,0.4655761028,0.5336033169
81.6765075377,0.5459393179,0.5453546095,0.4678038916,0.5355796846
81.7324120603,0.5479243946,0.5473287929,0.4700443536,0.5375664452
81.7883165829,0.5499188912,0.5493124935,0.4722975678,0.5395636703
81.8442211055,0.5519228768,0.5513057826,0.4745636134,0.541571432
81.9001256281,0.5539364209,0.5533087326,0.4768425707,0.5435898029
81.9560301508,0.5559595936,0.5553214163,0.47913452,0.5456188563
82.0119346734,0.557992466,0.5573439072,0.4814395426,0.5476586658
82.067839196,0.5600351095,0.5593762796,0.48375772,0.5497093058
82.1237437186,0.5620875963,0.5614186081,0.4860891347,0.5517708511
82.1796482412,0.5641499993,0.5634709684,0.4884338695,0.553843377
82.2355527638,0.566222392,0.5655334366,0.4907920078,0.5559269597
82.2914572864,0.5683048487,0.5676060895,0.4931636336,0.5580216754
82.347361809,0.5703974442,0.5696890048,0.4955488316,0.5601276015
82.4032663317,0.5725002541,0.5717822606,0.4979476871,0.5622448156
82.4591708543,0.5746133548,0.5738859359,0.5003602859,0.5643733959
82.5150753769,0.5767368233,0.5760001103,0.5027867145,0.5665134213
82.5709798995,0.5788707373,0.5781248643,0.5052270599,0.5686649713
82.6268844221,0.5810151752,0.5802602789,0.5076814099,0.570828126
82.6827889447,0.5831702162,0.5824064359,0.5101498528,0.5730029661
82.7386934673,0.5853359402,0.5845634179,0.5126324776,0.5751895728
82.7945979899,0.5875124279,0.5867313081,0.5151293739,0.5773880281
82.8505025126,0.5896997607,0.5889101907,0.5176406321,0.5795984146
82.9064070352,0.5918980208,0.5911001504,0.520166343,0.5818208154
82.9623115578,0.594107291,0.5933012728,0.5227065983,0.5840553144
83.0182160804,0.5963276552,0.5955136442,0.5252614901,0.5863019962
83.074120603,0.5985591977,0.5977373518,0.5278311115,0.5885609457
83.1300251256,0.6008020039,0.5999724834,0.5304155561,0.5908322489
83.1859296482,0.6030561598,0.6022191278,0.5330149181,0.5931159923
83.2418341709,0.6053217523,0.6044773745,0.5356292926,0.5954122629
83.2977386935,0.6075988692,0.6067473138,0.5382587753,0.5977211487
83.3536432161,0.6098875989,0.6090290369,0.5409034625,0.6000427381
83.4095477387,0.6121880309,0.6113226357,0.5435634515,0.6023771204
83.4654522613,0.6145002552,0.613628203,0.5462388399,0.6047243855
83.5213567839,0.616824363,0.6159458324,0.5489297265,0.6070846241
83.5772613065,0.6191604462,0.6182756186,0.5516362106,0.6094579276
83.6331658291,0.6215085975,0.6206176567,0.5543583921,0.6118443879
83.6890703518,0.6238689106,0.6229720432,0.5570963719,0.614244098
83.7449748744,0.6262414801,0.6253388751,0.5598502516,0.6166571514
83.800879397,0.6286264013,0.6277182504,0.5626201335,0.6190836425
83.8567839196,0.6310237707,0.630110268,0.5654061207,0.6215236663
83.9126884422,0.6334336854,0.6325150277,0.5682083171,0.6239773186
83.9685929648,0.6358562437,0.6349326302,0.5710268274,0.626444696
84.0244974874,0.6382915447,0.6373631773,0.5738617571,0.628925896
84.0804020101,0.6407396884,0.6398067715,0.5767132124,0.6314210167
84.1363065327,0.643200776,0.6422635163,0.5795813006,0.6339301571
84.1922110553,0.6456749093,0.6447335163,0.5824661295,0.636453417
84.2481155779,0.6481621913,0.6472168769,0.5853678079,0.6389908969
84.3040201005,0.6506627261,0.6497137044,0.5882864455,0.6415426983
84.3599246231,0.6531766186,0.6522241065,0.5912221527,0.6441089235
84.4158291457,0.6557039748,0.6547481914,0.5941750408,0.6466896754
84.4717336683,0.6582449016,0.6572860686,0.5971452222,0.6492850582
84.527638191,0.6607995071,0.6598378485,0.6001328099,0.6518951764
84.5835427136,0.6633679004,0.6624036427,0.6031379179,0.6545201358
84.6394472362,0.6659501916,0.6649835636,0.6061606612,0.657160043
84.6953517588,0.668546492,0.6675777248,0.6092011555,0.6598150053
84.7512562814,0.6711569138,0.6701862409,0.6122595176,0.662485131
84.807160804,0.6737815704,0.6728092276,0.6153358652,0.6651705293
84.8630653266,0.6764205764,0.6754468017,0.618430317,0.6678713104
84.9189698492,0.6790740474,0.6780990811,0.6215429926,0.6705875854
84.9748743719,0.6817421001,0.6807661848,0.6246740125,0.6733194661
85.0307788945,0.6844248524,0.6834482329,0.6278234984,0.6760670654
85.0866834171,0.6871224234,0.6861453467,0.6309915727,0.6788304974
85.1425879397,0.6898349334,0.6888576485,0.6341783591,0.6816098767
85.1984924623,0.6925625038,0.6915852619,0.6373839822,0.6844053192
85.2543969849,0.6953052572,0.6943283117,0.6406085677,0.6872169416
85.3103015075,0.6980633176,0.6970869237,0.6438522422,0.6900448617
85.3662060302,0.7008368099,0.699861225,0.6471151335,0.6928891984
85.4221105528,0.7036258607,0.702651344,0.6503973705,0.6957500713
85.4780150754,0.7064305973,0.7054574102,0.6536990831,0.6986276013
85.533919598,0.7092511489,0.7082795545,0.6570204023,0.7015219102
85.5898241206,0.7120876455,0.7111179087,0.6603614603,0.704433121
85.6457286432,0.7149402187,0.7139726064,0.6637223906,0.7073613575
85.7016331658,0.7178090013,0.7168437819,0.6671033274,0.7103067448
85.7575376884,0.7206941274,0.7197315713,0.6705044066,0.713269409
85.8134422111,0.7235957326,0.7226361116,0.6739257649,0.7162494773
85.8693467337,0.7265139538,0.7255575415,0.6773675404,0.7192470779
85.9252512563,0.7294489293,0.7284960007,0.6808298724,0.7222623403
85.9811557789,0.7324007988,0.7314516306,0.6843129014,0.7252953951
86.0370603015,0.7353697035,0.7344245736,0.6878167691,0.7283463738
86.0929648241,0.7383557861,0.7374149737,0.6913416188,0.7314154094
86.1488693467,0.7413591905,0.7404229763,0.6948875947,0.7345026357
86.2047738693,0.7443800623,0.7434487282,0.6984548425,0.7376081881
86.260678392,0.7474185486,0.7464923777,0.7020435094,0.7407322028
86.3165829146,0.750474798,0.7495540744,0.7056537436,0.7438748175
86.3724874372,0.7535489606,0.7526339694,0.709285695,0.7470361709
86.4283919598,0.7566411881,0.7557322153,0.7129395149,0.750216403
86.4842964824,0.7597516339,0.7588489664,0.7166153557,0.7534156551
86.540201005,0.7628804527,0.7619843783,0.7203133717,0.7566340697
86.5961055276,0.7660278013,0.7651386082,0.7240337185,0.7598717906
86.6520100503,0.7691938376,0.7683118148,0.727776553,0.763128963
86.7079145729,0.7723787217,0.7715041585,0.7315420339,0.7664057331
86.7638190955,0.775582615,0.7747158011,0.7353303214,0.7697022487
86.8197236181,0.7788056808,0.7779469063,0.7391415773,0.7730186588
86.8756281407,0.7820480841,0.7811976392,0.7429759649,0.7763551137
86.9315326633,0.7853099917,0.7844681666,0.7468336492,0.7797117653
86.9874371859,0.7885915722,0.787758657,0.750714797,0.7830887666
87.0433417085,0.7918929959,0.7910692806,0.7546195766,0.7864862721
87.0992462312,0.7952144351,0.7944002094,0.7585481582,0.7899044377
87.1551507538,0.7985560638,0.7977516169,0.7625007136,0.7933434208
87.2110552764,0.801918058,0.8011236785,0.7664774166,0.7968033801
87.266959799,0.8053005957,0.8045165714,0.7704784428,0.8002844758
87.3228643216,0.8087038566,0.8079304746,0.7745039695,0.8037868697
87.3787688442,0.8121280225,0.8113655688,0.7785541761,0.807310725
87.4346733668,0.8155732773,0.8148220366,0.7826292438,0.8108562063
87.4905778894,0.8190398068,0.8183000626,0.786729356,0.8144234799
87.5464824121,0.8225277988,0.8217998331,0.7908546979,0.8180127134
87.6023869347,0.8260374434,0.8253215364,0.7950054568,0.8216240764
87.6582914573,0.8295689327,0.8288653627,0.7991818223,0.8252577396
87.7141959799,0.8331224608,0.8324315041,0.803383986,0.8289138755
87.7701005025,0.8366982243,0.8360201549,0.8076121417,0.8325926582
87.8260050251,0.8402964216,0.8396315112,0.8118664856,0.8362942636
87.8819095477,0.8439172538,0.8432657711,0.816147216,0.840018869
87.9378140704,0.8475609239,0.8469231349,0.8204545336,0.8437666534
87.993718593,0.8512276373,0.850603805,0.8247886417,0.8475377976
88.0496231156,0.854917602,0.8543079857,0.8291497458,0.8513324842
88.1055276382,0.858631028,0.8580358837,0.8335380541,0.8551508972
88.1614321608,0.8623681279,0.8617877077,0.8379537773,0.8589932228
88.2173366834,0.8661291168,0.8655636686,0.8423971286,0.8628596485
88.273241206,0.8699142122,0.8693639795,0.8468683243,0.866750364
88.3291457286,0.8737236342,0.8731888559,0.851367583,0.8706655605
88.3850502513,0.8775576052,0.8770385153,0.8558951263,0.8746054314
88.4409547739,0.8814163507,0.8809131778,0.8604511789,0.8785701715
88.4968592965,0.8853000983,0.8848130656,0.8650359681,0.8825599779
88.5527638191,0.8892090787,0.8887384034,0.8696497246,0.8865750493
88.6086683417,0.8931435251,0.8926894183,0.874292682,0.8906155867
88.6645728643,0.8971036735,0.8966663396,0.8789650771,0.8946817925
88.7204773869,0.9010897628,0.9006693994,0.8836671501,0.8987738716
88.7763819095,0.9051020347,0.9046988321,0.8883991445,0.9028920307
88.8322864322,0.9091407338,0.9087548745,0.8931613073,0.9070364784
88.8881909548,0.9132061076,0.9128377662,0.8979538889,0.9112074256
88.9440954774,0.9172984066,0.9169477493,0.9027771436,0.9154050851
89,0.9214178846,0.9210850683,0.9076313292,0.9196296717
